lgd,state,district,rwi_mean,rwi_spread,nl_2023,nl_2012,elev_mean,elev_range,nfhs4_ins,nfhs5_ins,irrig_pct,rbi_total,rbi_bc,rbi_branch,rbi_rural,cap_total,nrlm_shg,pmgsy_roads,cdr_latest,deposit_latest,advance_latest,pmjdy_total,pmjdy_zerobal,pmjdy_rural,pmjdy_rupay,pmjdy_female,kcc_total,digi_cov_pct
733,Tamil Nadu,Tenkasi,,,,,,,,,,1356.0,830.0,211.0,545.0,43.0,5118.0,,181.5,10245.33,18595.05,276968.0,33800.0,201318.0,171210.0,167853.0,7906.0,
734,Chhattisgarh,Gaurella Pendra Marwahi,,,,,,,,,,239.0,179.0,28.0,146.0,0.0,4444.0,,59.3395,1597.57,947.99,,,,,,,
735,Tamil Nadu,Mayiladuthurai,,,,,,,,,,878.0,569.0,132.0,512.0,24.0,6639.0,,137.73,7703.41,10609.8,185617.0,19184.0,119739.0,148158.0,107564.0,5501.0,
736,Nagaland,Noklak,,,,,,,,,,26.0,24.0,1.0,26.0,0.0,,,85.13,4776.66,4066.18,5540.0,13.0,5540.0,4800.0,2889.0,25.0,
737,Punjab,Malerkotla,,,,,,,,,,718.0,547.0,77.0,340.0,57.0,215.0,,,,,,,,,,,
738,Karnataka,Vijayanagar,,,,,,,,,,1357.0,1021.0,171.0,753.0,1107.0,6615.0,,96.7,11309.87,10936.66,,,,,,,
739,Assam,Bajali,,,,,,,,,,147.0,87.0,24.0,75.0,11.0,4303.0,,70.58,193592.59,136633.78,188655.0,25121.0,139819.0,99780.0,111500.0,3588.0,
740,Meghalaya,Eastern West Khasi Hills,,,,,,,,,,51.0,34.0,11.0,33.0,0.0,2526.0,,40.79,56603.0,23087.64,43016.0,1900.0,36926.0,18027.0,26062.0,718.0,
741,Sikkim,Pakyong,,,,,,,,,,96.0,33.0,26.0,60.0,7.0,1101.0,,,,,,,,,,,
742,Sikkim,Soreng,,,,,,,,,,54.0,40.0,9.0,54.0,6.0,1014.0,,,,,,,,,,,
743,Andhra Pradesh,Parvathipuram Manyam,,,,,,,,,,1102.0,908.0,98.0,837.0,18.0,19424.0,,171.0,,,,,,,,,
744,Andhra Pradesh,Anakapalli,,,,,,,,,,2349.0,1879.0,224.0,1667.0,73.0,39281.0,,180.0,,,,,,,,,
745,Andhra Pradesh,Alluri Sitharama Raju,,,,,,,,,,2410.0,2307.0,57.0,2406.0,,21349.0,,129.0,,,,,,,,,
746,Andhra Pradesh,Kakinada,,,,,,,,,,2035.0,1204.0,369.0,834.0,222.0,38394.0,,158.0,,,,,,,,,
747,Andhra Pradesh,Konaseema,,,,,,,,,,,,,,,37739.0,,213.0,,,,,,,,,
748,Andhra Pradesh,Eluru,,,,,,,,,,2171.0,1518.0,321.0,1272.0,124.0,41654.0,,195.0,,,,,,,,,
749,Andhra Pradesh,Ntr,,,,,,,,,,2182.0,1113.0,432.0,768.0,590.0,25277.0,,171.0,,,,,,,,,
750,Andhra Pradesh,Bapatla,,,,,,,,,,1677.0,1352.0,165.0,1239.0,1527.0,32647.0,,198.0,,,,,,,,,
751,Andhra Pradesh,Palnadu,,,,,,,,,,2246.0,1642.0,300.0,1054.0,139.0,36027.0,,250.0,,,,,,,,,
752,Andhra Pradesh,Tirupati,,,,,,,,,,2286.0,1293.0,386.0,1016.0,225.0,33605.0,,82.0,,,,,,,,,
753,Andhra Pradesh,Annamayya,,,,,,,,,,1568.0,1090.0,231.0,879.0,73.0,29192.0,,163.0,,,,,,,,,
754,Andhra Pradesh,Sri Sathya Sai,,,,,,,,,,1573.0,1102.0,221.0,778.0,75.0,32822.0,,169.0,,,,,,,,,
755,Andhra Pradesh,Nandyal,,,,,,,,,,1634.0,1125.0,238.0,886.0,75.0,30431.0,,192.0,,,,,,,,,
756,Assam,Tamulpur,,,,,,,,,,406.0,358.0,26.0,405.0,4.0,6441.0,,83.38,75141.88,62652.79,275343.0,20996.0,275472.0,165771.0,166672.0,2170.0,
757,Nagaland,Tseminyu,,,,,,,,,,7.0,3.0,2.0,5.0,0.0,,,116.71,9273.5,10822.77,2356.0,277.0,2269.0,1651.0,1466.0,59.0,
758,Nagaland,Chumoukedima,,,,,,,,,,176.0,108.0,26.0,78.0,0.0,,,97.56,123620.71,120602.41,23715.0,1558.0,10582.0,16059.0,13495.0,568.0,
759,Chhattisgarh,Khairgarh Chhuikhadan Gandai,,,,,,,,,,309.0,251.0,33.0,223.0,0.0,4318.0,,64.18,1776.16,1139.94,,,,,,,
760,Chhattisgarh,Manendragarh Chirimiri Bharatpur,,,,,,,,,,348.0,251.0,51.0,227.0,1.0,3075.0,,52.0376,4013.94,2088.76,,,,,,,
761,Chhattisgarh,Mohla Manpur Ambagarh Chouki,,,,,,,,,,313.0,273.0,27.0,313.0,0.0,4499.0,,39.989,1200.68,480.14,,,,,,,
762,Chhattisgarh,Sakti,,,,,,,,,,1270.0,1175.0,46.0,1103.0,12.0,8044.0,,56.311,3253.54,1832.1,,,,,,,
763,Chhattisgarh,Sarangarh Bilaigarh,,,,,,,,,,1141.0,1042.0,50.0,1034.0,21.0,8127.0,,57.3737,2641.96,1515.79,,,,,,,
764,Nagaland,Niuland,,,,,,,,,,13.0,10.0,2.0,13.0,0.0,,,220.28,1901.62,4188.98,4271.0,316.0,4272.0,2232.0,2534.0,14.0,
765,Nagaland,Shamator,,,,,,,,,,12.0,10.0,2.0,12.0,0.0,,,147.78,2094.63,3095.38,5276.0,535.0,5264.0,4329.0,2916.0,4.0,
