lgd,state,district,rwi_mean,rwi_spread,nl_2023,nl_2012,elev_mean,elev_range,nfhs4_ins,nfhs5_ins,irrig_pct,rbi_total,rbi_bc,rbi_branch,rbi_rural,cap_total,nrlm_shg,pmgsy_roads,cdr_latest,deposit_latest,advance_latest,pmjdy_total,pmjdy_zerobal,pmjdy_rural,pmjdy_rupay,pmjdy_female,kcc_total,digi_cov_pct
227,Sikkim,Namchi,0.139,2.23,0.4296,0.4208,1635.4,4582.0,,,8.1,162.0,92.0,38.0,121.0,12.0,1630.0,,,,,,,,,,,96.73
228,Sikkim,Gyalshing,0.053,2.238,0.1005,0.1301,2687.3,6330.0,,,10.3,69.0,43.0,15.0,69.0,3.0,1031.0,,,,,,,,,,,
229,Arunachal Pradesh,Changlang,-0.366,2.035,0.1632,0.1472,1188.5,4345.0,56.5,40.5,0.0,,,,,3.0,879.0,34.0,38.9,97466.48,37911.29,46860.0,2592.0,46181.0,39398.0,25882.0,21.0,
230,Arunachal Pradesh,Dibang Valley,-0.305,0.897,0.0016,0.0,3043.5,5501.0,74.4,28.7,,19.0,17.0,1.0,14.0,0.0,,,11.85,35148.27,4166.03,427.0,20.0,397.0,292.0,187.0,23.0,
231,Arunachal Pradesh,East Kameng,-0.418,2.227,0.0116,0.0023,1704.5,6084.0,45.7,25.1,,58.0,38.0,10.0,21.0,0.0,666.0,30.0,76.6,36029.07,27598.84,14713.0,1096.0,5682.0,9615.0,8195.0,15.0,
232,Arunachal Pradesh,East Siang,-0.354,1.944,0.0537,0.0083,684.5,2698.0,0.0,30.5,0.0,193.0,148.0,21.0,133.0,1.0,507.0,31.0,42.8,204809.45,87662.93,71768.0,10794.0,45008.0,47267.0,38093.0,45.0,
233,Arunachal Pradesh,Kurung Kumey,-0.424,1.809,0.0099,0.0016,2207.9,6373.0,0.0,13.4,9.6,16.0,13.0,1.0,16.0,0.0,373.0,14.0,61.68,14261.5,8796.58,3432.0,534.0,2796.0,2918.0,1885.0,55.0,
234,Arunachal Pradesh,Lohit,-0.403,1.952,0.0802,0.0177,1008.0,4421.0,0.0,31.9,,69.0,47.0,9.0,31.0,8.0,279.0,36.0,46.24,70041.31,32388.93,13276.0,1038.0,7160.0,9691.0,7230.0,189.0,
235,Arunachal Pradesh,Lower Dibang Valley,-0.387,1.748,0.0204,0.0033,1457.7,4560.0,59.6,36.8,,116.0,97.0,8.0,65.0,5.0,329.0,3.0,25.17,118216.67,29753.93,14891.0,1007.0,3665.0,12438.0,7657.0,151.0,
236,Arunachal Pradesh,Lower Subansiri,-0.316,1.828,0.0948,0.0339,1395.8,2850.0,66.0,24.5,26.8,85.0,52.0,13.0,47.0,2.0,519.0,10.0,43.6,106895.05,46610.94,9110.0,615.0,4212.0,6179.0,4918.0,228.0,
237,Arunachal Pradesh,Papum Pare,-0.212,2.092,0.3002,0.1292,1155.6,3598.0,46.6,26.9,1.0,414.0,207.0,74.0,172.0,34.0,1465.0,12.0,45.43,1407131.8,639325.6,61704.0,6253.0,29344.0,44553.0,34085.0,441.0,
238,Arunachal Pradesh,Tawang,-0.182,2.205,0.0459,0.0132,3762.3,5226.0,44.2,33.5,0.0,50.0,20.0,9.0,25.0,2.0,382.0,41.0,13.97,233835.31,32667.7,5607.0,623.0,4344.0,4166.0,2531.0,17.0,
239,Arunachal Pradesh,Tirap,-0.399,1.96,0.0529,0.0164,951.4,2671.0,0.0,30.8,,35.0,25.0,4.0,35.0,0.0,588.0,26.0,45.13,51576.8,23277.17,14626.0,469.0,14577.0,12808.0,8638.0,8.0,
240,Arunachal Pradesh,Upper Siang,-0.377,1.715,0.0028,0.0005,2187.4,4997.0,72.1,34.6,,34.0,27.0,4.0,34.0,0.0,350.0,11.0,20.7,57348.55,11872.17,4786.0,223.0,4553.0,1358.0,2527.0,61.0,
241,Arunachal Pradesh,Upper Subansiri,-0.4,2.102,0.0096,0.0026,2191.0,5350.0,71.0,21.5,,78.0,59.0,8.0,50.0,2.0,710.0,48.0,63.84,61332.07,39155.89,19999.0,2377.0,7243.0,13874.0,10718.0,83.0,
242,Arunachal Pradesh,West Kameng,-0.124,2.245,0.0576,0.0188,2162.7,5468.0,53.7,38.3,1.2,104.0,55.0,18.0,104.0,2.0,609.0,24.0,47.41,158866.51,75321.2,14904.0,887.0,14858.0,10701.0,7940.0,67.0,
243,Arunachal Pradesh,West Siang,-0.428,2.099,0.0088,0.0022,1704.7,4746.0,0.0,26.6,0.3,99.0,75.0,9.0,54.0,1.0,472.0,42.0,40.27,130730.47,52640.9,17206.0,1642.0,5931.0,8818.0,8677.0,11.0,
244,Nagaland,Dimapur,-0.096,2.296,1.0182,0.7281,375.9,1729.0,4.6,5.7,0.7,394.0,205.0,57.0,139.0,46.0,1625.0,,66.41,668604.31,443999.83,94565.0,11714.0,13059.0,66653.0,52921.0,954.0,
245,Nagaland,Kohima,-0.168,1.976,0.326,0.1463,1230.1,2766.0,5.3,26.7,0.0,286.0,133.0,55.0,68.0,15.0,1259.0,,35.24,682956.48,240681.95,27387.0,4684.0,15442.0,15947.0,15984.0,541.0,
246,Nagaland,Mokokchung,-0.168,2.411,0.1716,0.1437,593.7,1494.0,5.0,22.3,,106.0,44.0,24.0,54.0,6.0,1276.0,,97.59,104508.89,101992.15,33322.0,4926.0,15581.0,24478.0,17607.0,737.0,
247,Nagaland,Mon,-0.435,1.93,0.0895,0.0237,791.0,2563.0,4.5,39.3,,259.0,228.0,18.0,112.0,0.0,2533.0,,107.64,45619.09,49106.36,53554.0,3767.0,23610.0,39695.0,27845.0,342.0,
248,Nagaland,Phek,-0.356,1.498,0.0985,0.0473,1405.5,2702.0,4.3,24.9,,55.0,42.0,6.0,39.0,0.0,1921.0,,129.12,27584.24,35617.29,21997.0,3068.0,10321.0,16645.0,12186.0,950.0,
249,Nagaland,Tuensang,-0.341,2.113,0.0983,0.0425,1498.9,3116.0,5.3,22.0,,133.0,117.0,7.0,48.0,0.0,1851.0,,170.46,25407.65,43310.77,27892.0,1781.0,4106.0,23941.0,14120.0,362.0,
250,Nagaland,Wokha,-0.32,2.114,0.1534,0.0473,515.4,1879.0,3.7,20.6,0.0,87.0,61.0,16.0,39.0,1.0,860.0,,97.27,45720.1,44469.96,16075.0,615.0,7139.0,11928.0,10157.0,297.0,
251,Nagaland,Zunheboto,-0.335,1.582,0.2484,0.068,1229.9,2341.0,18.9,18.1,0.0,54.0,31.0,12.0,26.0,0.0,1284.0,,146.02,32013.24,46747.03,19016.0,3213.0,15063.0,12276.0,9739.0,507.0,
252,Manipur,Bishnupur,0.072,1.953,1.0389,0.3128,783.4,463.0,4.2,9.3,0.7,,,,,6.0,1317.0,8.0,146.52,53562.25,78479.87,155304.0,22804.0,99841.0,127923.0,95209.0,4870.0,
253,Manipur,Chandel,-0.374,1.964,0.1006,0.0074,911.8,2221.0,1.1,16.1,,86.0,76.0,4.0,86.0,0.0,264.0,78.0,74.53,32078.78,23909.85,11339.0,771.0,11343.0,10539.0,6169.0,0.0,
254,Manipur,Churachandpur,-0.394,2.305,0.069,0.0197,792.3,2078.0,2.0,18.2,,499.0,451.0,23.0,496.0,6.0,1367.0,73.0,79.89,158114.39,126321.62,102455.0,12313.0,98870.0,75609.0,56195.0,649.0,
255,Manipur,Imphal East,0.062,2.523,1.5711,0.3463,612.5,1667.0,6.1,7.0,0.8,777.0,675.0,37.0,685.0,2.0,2382.0,29.0,95.94,204288.34,195996.72,144674.0,18155.0,101845.0,112716.0,87490.0,2269.0,
256,Manipur,Imphal West,0.23,2.243,2.2421,0.5219,802.2,679.0,3.7,15.7,0.3,1112.0,855.0,74.0,524.0,58.0,1686.0,13.0,81.18,970676.18,787969.64,257252.0,26309.0,47967.0,202822.0,155806.0,3594.0,
257,Manipur,Senapati,-0.311,2.221,0.2519,0.0196,1351.6,2542.0,0.6,15.4,,207.0,159.0,26.0,207.0,7.0,805.0,82.0,94.08,62973.21,59244.17,36258.0,1567.0,36281.0,39859.0,19738.0,141.0,
258,Manipur,Tamenglong,-0.309,2.075,0.0451,0.0311,848.2,2798.0,2.6,16.8,,74.0,63.0,5.0,60.0,3.0,506.0,39.0,84.4,15680.27,13233.69,21491.0,3246.0,5284.0,25163.0,11925.0,11.0,
259,Manipur,Thoubal,0.008,1.834,1.1198,0.1205,798.8,668.0,4.0,19.1,33.4,1144.0,1082.0,22.0,717.0,7.0,1048.0,21.0,184.42,61941.97,114232.94,163941.0,21166.0,89258.0,123703.0,96347.0,2495.0,
260,Manipur,Ukhrul,-0.355,1.957,0.0673,0.0011,1186.0,2608.0,1.1,17.0,,176.0,154.0,10.0,131.0,0.0,802.0,23.0,73.91,43006.97,31787.97,59702.0,14241.0,6227.0,54778.0,34471.0,80.0,
261,Mizoram,Aizawl,-0.246,2.476,0.1448,0.0886,634.0,1885.0,38.1,37.5,,534.0,286.0,114.0,230.0,27.0,1187.0,,45.49,1572609.3,715368.34,105016.0,19402.0,29839.0,57856.0,58260.0,2430.0,
262,Mizoram,Champhai,-0.399,2.004,0.0599,0.0104,1053.0,1892.0,58.1,64.9,,105.0,79.0,16.0,63.0,4.0,769.0,,57.45,74500.79,42801.63,27926.0,6343.0,14437.0,11737.0,15424.0,310.0,
263,Mizoram,Kolasib,-0.305,2.341,0.0789,0.0521,305.4,1503.0,62.0,61.1,,148.0,112.0,24.0,93.0,3.0,765.0,,62.81,86345.09,54231.78,25995.0,5735.0,16651.0,13544.0,14859.0,378.0,
264,Mizoram,Lawngtlai,-0.372,1.69,0.0325,0.009,428.9,2124.0,26.9,31.3,,249.0,231.0,11.0,222.0,2.0,1598.0,,120.91,54305.73,65658.86,56171.0,9021.0,42979.0,21204.0,28682.0,320.0,
265,Mizoram,Lunglei,-0.425,2.21,0.0352,0.014,496.7,1730.0,52.2,46.5,,213.0,171.0,22.0,137.0,5.0,1113.0,,69.76,131368.2,91639.52,63952.0,15998.0,33852.0,27152.0,31276.0,560.0,
266,Mizoram,Mamit,-0.44,1.881,0.0301,0.0169,375.2,1436.0,50.7,61.7,,143.0,125.0,13.0,143.0,0.0,1133.0,,72.82,36565.92,26627.86,38221.0,5185.0,38221.0,14805.0,21184.0,412.0,
267,Mizoram,Saiha,-0.323,1.743,0.0479,0.0103,782.9,1974.0,54.0,44.2,,,,,,3.0,669.0,,96.0,44724.95,42937.97,30839.0,6111.0,9464.0,13452.0,17311.0,470.0,
268,Mizoram,Serchhip,-0.41,2.068,0.0686,0.0236,849.8,1657.0,70.3,58.8,,116.0,93.0,17.0,96.0,1.0,768.0,,72.6,60457.14,43893.01,22098.0,3452.0,13356.0,11795.0,11893.0,539.0,
269,Tripura,Dhalai,-0.358,1.881,0.2372,0.1497,136.6,768.0,68.8,44.2,29.6,768.0,681.0,51.0,633.0,0.0,7368.0,,91.0,178731.36,163762.93,1996.0,,,,,,100.0
270,Tripura,North Tripura,-0.198,2.026,0.4352,0.2791,116.6,946.0,0.0,28.7,41.7,1233.0,1069.0,75.0,528.0,24.0,6357.0,,71.0,260032.72,157237.4,668.0,,,,,,100.0
271,Tripura,South Tripura,-0.224,2.039,0.567,0.3672,67.2,406.0,0.0,37.3,29.7,854.0,734.0,72.0,654.0,15.0,7590.0,,63.0,304618.86,177417.04,1526.0,,,,,,100.0
272,Tripura,West Tripura,-0.038,2.359,1.1945,1.034,63.6,470.0,0.0,28.1,22.0,1956.0,1378.0,259.0,889.0,151.0,7591.0,,40.0,2897475.46,1172023.15,1022.0,,,,,,100.0
273,Meghalaya,East Garo Hills,-0.397,1.849,0.3111,0.1289,331.4,1108.0,0.0,71.9,,145.0,117.0,11.0,112.0,4.0,2597.0,,68.62,58649.65,40245.64,32991.0,1816.0,24018.0,17541.0,18810.0,518.0,
274,Meghalaya,East Khasi Hills,-0.115,2.393,0.4382,0.4091,1100.2,1964.0,24.4,47.1,,676.0,206.0,168.0,288.0,137.0,7777.0,,45.47,2784713.41,1266347.58,200709.0,13928.0,129510.0,88803.0,116307.0,5018.0,
275,Meghalaya,West Jaintia Hills,-0.268,2.145,0.2639,0.191,928.8,1632.0,0.0,65.6,,172.0,81.0,42.0,110.0,15.0,4816.0,,32.91,318112.63,104681.38,88036.0,4322.0,66708.0,34577.0,57055.0,563.0,
276,Meghalaya,Ri Bhoi,-0.29,2.361,0.2458,0.1704,639.3,1806.0,36.3,66.8,,178.0,69.0,42.0,147.0,14.0,4570.0,,119.95,249460.8,299236.17,93317.0,4543.0,70848.0,44344.0,55676.0,6498.0,
277,Meghalaya,South Garo Hills,-0.427,1.897,0.0911,0.0381,304.1,1416.0,56.2,79.5,,78.0,57.0,7.0,60.0,0.0,2339.0,5.0,65.66,28765.67,18888.84,32124.0,2648.0,19707.0,11529.0,17318.0,36.0,
278,Meghalaya,West Garo Hills,-0.363,1.97,0.2323,0.1295,208.0,1374.0,0.0,77.9,,769.0,633.0,37.0,682.0,17.0,7802.0,,58.77,299981.29,176294.49,229260.0,14349.0,196098.0,141003.0,132142.0,884.0,
279,Meghalaya,West Khasi Hills,-0.354,1.856,0.0714,0.0777,959.8,1966.0,0.0,60.1,,109.0,62.0,18.0,74.0,5.0,2826.0,,44.89,73427.6,32960.92,61521.0,2326.0,49285.0,24457.0,34025.0,2248.0,
280,Assam,Barpeta,-0.117,2.034,0.2811,0.13,42.7,173.0,25.7,58.9,6.1,4084.0,3852.0,100.0,3573.0,54.0,14303.0,390.0,93.01,467825.24,435120.06,1504653.0,167226.0,1163681.0,857625.0,840738.0,15061.0,
281,Assam,Bongaigaon,-0.092,1.897,0.6982,0.4447,54.8,532.0,9.2,57.6,5.4,1318.0,1154.0,64.0,1091.0,54.0,9671.0,165.0,74.54,444928.97,331629.48,587788.0,73611.0,313394.0,353748.0,341872.0,9851.0,
282,Assam,Cachar,-0.168,2.166,0.3135,0.1537,142.7,1748.0,3.1,57.9,0.2,2614.0,2190.0,174.0,2277.0,82.0,13142.0,29.0,50.66,1285457.46,651224.4,1161435.0,145230.0,945712.0,784900.0,668966.0,11658.0,
283,Assam,Darrang,-0.171,2.47,0.376,0.1736,61.4,320.0,4.9,53.7,5.6,2358.0,2202.0,71.0,2107.0,25.0,13012.0,200.0,83.51,365298.51,305072.02,978614.0,128478.0,761665.0,518440.0,564403.0,14005.0,
284,Assam,Dhemaji,-0.335,2.048,0.1168,0.0333,122.5,1117.0,9.5,66.8,0.0,2373.0,2263.0,48.0,2080.0,97.0,10515.0,392.0,99.35,234191.97,232661.32,795795.0,127095.0,610258.0,506463.0,462937.0,8839.0,
285,Assam,Dhubri,-0.137,1.911,0.485,0.1337,31.9,286.0,0.0,59.4,18.7,4829.0,4639.0,83.0,4009.0,27.0,18100.0,267.0,70.69,420440.17,297222.55,1981108.0,261082.0,1584826.0,995514.0,1127671.0,8288.0,
286,Assam,Dibrugarh,-0.098,2.782,1.3402,1.5292,114.0,441.0,7.7,58.8,0.8,2040.0,1550.0,184.0,1664.0,129.0,11781.0,135.0,62.54,1490491.23,932216.26,804745.0,180328.0,536402.0,532726.0,490470.0,25318.0,
287,Assam,Goalpara,-0.128,1.926,0.6107,0.4736,51.3,570.0,11.8,71.1,5.2,2355.0,2217.0,68.0,1992.0,18.0,11203.0,149.0,70.94,344466.33,244349.01,935429.0,154484.0,638983.0,493946.0,542762.0,11761.0,
288,Assam,Golaghat,-0.193,2.444,1.023,0.4515,104.8,340.0,9.5,69.3,1.5,2039.0,1765.0,123.0,1746.0,51.0,13828.0,278.0,96.23,521296.18,501637.05,826178.0,125099.0,590607.0,510297.0,496414.0,21236.0,
289,Assam,Hailakandi,-0.241,1.844,0.1717,0.1303,69.1,616.0,8.8,53.6,0.1,1337.0,1232.0,44.0,1053.0,9.0,5865.0,74.0,44.54,243412.04,108407.24,570491.0,76777.0,401244.0,324861.0,326943.0,5618.0,
290,Assam,Jorhat,-0.186,2.649,0.357,0.2293,99.5,370.0,0.0,60.1,16.0,1496.0,1121.0,141.0,1113.0,106.0,10141.0,128.0,72.64,963773.63,700063.9,545346.0,103399.0,320994.0,386370.0,340517.0,16872.0,
291,Assam,Kamrup,-0.088,2.329,0.5563,0.3035,113.8,1278.0,6.8,47.0,3.6,3285.0,2876.0,183.0,3048.0,63.0,20549.0,367.0,72.37,905062.54,655034.73,1163583.0,157164.0,1044797.0,750979.0,678042.0,32749.0,
292,Assam,Karbi Anglong,-0.394,2.441,0.1422,0.0711,388.1,1319.0,0.0,54.1,2.7,1322.0,1216.0,58.0,1006.0,612.0,8182.0,79.0,84.18,266512.09,224357.11,309735.0,42097.0,234453.0,102472.0,184746.0,4750.0,
293,Assam,Karimganj,-0.179,1.918,0.291,0.1488,46.4,620.0,5.0,64.4,0.0,1715.0,1536.0,94.0,1488.0,30.0,7791.0,151.0,40.31,560633.2,225965.97,854621.0,128765.0,746036.0,571464.0,486335.0,3961.0,
294,Assam,Kokrajhar,-0.253,2.231,0.2852,0.2353,80.5,447.0,7.1,50.2,10.6,1864.0,1728.0,60.0,1570.0,30.0,11356.0,295.0,64.88,414776.36,269105.98,784840.0,85451.0,652207.0,369999.0,448577.0,9350.0,
295,Assam,Lakhimpur,-0.331,2.004,0.1834,0.0648,96.4,299.0,9.5,67.0,1.6,2388.0,2191.0,89.0,2086.0,17.0,14660.0,182.0,102.65,407708.05,418511.2,856968.0,114925.0,618696.0,591496.0,504136.0,14074.0,
296,Assam,Marigaon,-0.102,2.084,0.3672,0.2464,65.2,467.0,,,6.5,,,,,19.0,,153.0,,,,,,,,,,
297,Assam,Nagaon,-0.078,2.523,0.481,0.2536,98.7,843.0,0.0,59.4,4.0,6751.0,6325.0,188.0,5864.0,48.0,21343.0,327.0,87.44,798866.54,698552.03,2092022.0,343737.0,1456370.0,1205259.0,1204593.0,26344.0,
298,Assam,Nalbari,-0.091,1.702,0.3495,0.2004,49.9,53.0,10.0,52.5,1.5,1735.0,1551.0,83.0,1555.0,31.0,11378.0,142.0,71.15,442201.56,314630.65,600971.0,82956.0,461901.0,239106.0,354697.0,10798.0,
299,Assam,Dima Hasao,-0.383,2.26,0.0759,0.0476,538.6,1912.0,5.4,61.9,6.0,200.0,138.0,32.0,116.0,0.0,2091.0,25.0,48.88,157367.58,76915.8,69147.0,7441.0,56312.0,35694.0,38273.0,157.0,
300,Assam,Sivasagar,-0.112,2.514,0.8007,0.5873,105.7,357.0,0.0,60.7,3.1,1367.0,1109.0,105.0,1092.0,56.0,8965.0,123.0,69.32,625608.27,433648.36,369476.0,59477.0,274963.0,308330.0,224259.0,8060.0,
301,Assam,Sonitpur,-0.215,2.231,0.3728,0.1829,94.6,641.0,0.0,66.9,4.2,2494.0,2148.0,132.0,2027.0,66.0,13584.0,227.0,77.23,771590.2,595864.34,970498.0,109249.0,587179.0,480115.0,587774.0,13154.0,
302,Assam,Tinsukia,-0.165,2.277,1.1847,1.8162,145.8,647.0,17.2,60.0,0.6,2069.0,1700.0,152.0,1546.0,206.0,10381.0,147.0,62.8,1007035.24,632450.78,835671.0,114545.0,457081.0,539111.0,526472.0,15358.0,
303,West Bengal,24 Paraganas North,0.263,3.113,3.2169,2.3497,6.5,102.0,35.9,30.7,60.4,,,,,2790.0,,517.0,,,,,,,,,,
304,West Bengal,24 Paraganas South,0.125,2.503,1.145,0.8602,4.5,75.0,,,0.0,15008.0,13476.0,651.0,11841.0,703.0,,320.0,45.54,2639.72,22799.47,5622117.0,379000.0,5225040.0,3695470.0,3203129.0,170000.0,96.32
305,West Bengal,Bankura,-0.132,2.224,0.6387,0.5193,94.8,439.0,48.6,43.4,50.3,7498.0,6915.0,287.0,6739.0,3877.0,61176.0,898.0,56.91,1398.49,12188.91,2459220.0,152276.0,2171628.0,1433825.0,1364007.0,198000.0,94.56
306,West Bengal,Purba Bardhaman,0.059,2.111,2.2505,1.7387,45.2,318.0,,,81.7,8274.0,7293.0,488.0,6803.0,,65964.0,,56.61,1138.37,23630.64,2460978.0,98774.0,2185315.0,1830163.0,1456155.0,280000.0,97.72
307,West Bengal,Birbhum,0.001,2.189,1.202,0.684,53.5,140.0,40.9,37.7,65.3,7841.0,7203.0,334.0,6692.0,,67441.0,753.0,46.68,1200.62,10938.59,2520554.0,96533.0,2380420.0,1524170.0,1440600.0,240000.0,99.39
308,West Bengal,Coochbehar,-0.056,2.188,0.5725,0.3203,47.9,93.0,,,16.7,,,,,,56881.0,326.0,81.44,585.95,13596.9,1822555.0,118573.0,1733277.0,1409318.0,1021575.0,190000.0,98.52
309,West Bengal,Darjeeling,0.069,2.827,0.7415,0.4615,924.3,3568.0,24.5,26.3,24.2,,,,,,,201.0,69.13,445.43,19644.31,667242.0,46997.0,356170.0,527911.0,393148.0,18500.0,93.68
310,West Bengal,Dinajpur Dakshin,-0.272,2.188,0.7476,0.4126,29.5,67.0,,,46.9,,,,,,24323.0,533.0,,,,,,,,,,
311,West Bengal,Dinajpur Uttar,-0.093,2.062,0.9882,0.6402,46.7,151.0,,,44.5,3807.0,3537.0,143.0,3435.0,73.0,42495.0,543.0,,,,,,,,,,
312,West Bengal,Hooghly,0.24,2.868,2.1425,1.1951,13.8,111.0,39.1,26.5,78.4,8628.0,7268.0,604.0,6482.0,1294.0,52462.0,450.0,47.18,1465.33,27005.91,2651333.0,133336.0,2080517.0,1730811.0,1565252.0,395000.0,95.8
313,West Bengal,Howrah,0.429,2.584,3.9628,2.7021,6.8,47.0,,,0.0,,,,,,39239.0,219.0,50.99,1194.2,30932.29,2245170.0,89950.0,1631426.0,1529834.0,1313238.0,95000.0,
314,West Bengal,Jalpaiguri,-0.037,2.967,0.7061,0.3801,127.7,1904.0,25.3,35.8,26.6,6555.0,5991.0,276.0,4670.0,615.0,33043.0,217.0,77.37,668.42,10995.52,1486671.0,107285.0,1167119.0,1109003.0,856800.0,40000.0,97.6
315,West Bengal,Kolkata,1.178,1.55,42.2361,40.117,7.7,121.0,26.1,21.1,,2534.0,2409.0,69.0,2339.0,5234.0,11357.0,,87.42,488.58,465492.62,1031847.0,110149.0,9223.0,806877.0,580767.0,0.0,94.99
316,West Bengal,Maldah,-0.059,2.169,0.988,0.4804,28.6,69.0,40.6,29.0,50.2,9001.0,8417.0,291.0,7719.0,120.0,64880.0,316.0,,,,,,,,,,
317,West Bengal,Medinipur East,0.227,2.231,1.6728,1.2101,5.4,79.0,,,0.0,,,,,,,511.0,,,,,,,,,,
318,West Bengal,Medinipur West,-0.103,2.109,0.8592,0.4979,47.6,354.0,,,0.0,15285.0,12447.0,1163.0,10311.0,,,910.0,,,,,,,,,,
319,West Bengal,Murshidabad,0.097,2.228,1.1782,0.7445,22.0,84.0,40.9,28.4,63.8,15279.0,14236.0,544.0,11276.0,257.0,92933.0,708.0,60.42,1895.7,19636.64,5167024.0,362721.0,4959899.0,3663048.0,2896754.0,95000.0,97.7
320,West Bengal,Nadia,0.056,2.246,1.4356,0.7982,13.8,63.0,38.5,23.0,71.4,10364.0,9229.0,514.0,6398.0,401.0,57034.0,369.0,51.53,1582.85,18821.16,3412499.0,231606.0,2779913.0,2286831.0,1952636.0,110000.0,
321,West Bengal,Purulia,-0.121,2.429,0.4662,0.4417,226.7,624.0,27.1,35.6,3.8,6131.0,5788.0,195.0,5438.0,301.0,45389.0,523.0,49.24,1348.74,2137.0,2232494.0,148331.0,1959173.0,1373591.0,1227438.0,35000.0,97.82
322,Jharkhand,Bokaro,-0.02,2.473,2.1705,1.6764,297.0,854.0,15.6,44.7,17.7,4379.0,3858.0,233.0,2912.0,274.0,14942.0,191.0,36.87,1551801.0,651927.0,909219.0,65417.0,,687276.0,531441.0,52690.0,
323,Jharkhand,Chatra,-0.353,2.128,0.4251,0.0935,405.2,676.0,12.8,46.5,10.3,3409.0,3295.0,73.0,3101.0,20.0,11775.0,131.0,32.14,1447.0,5678.0,739517.0,51294.0,,492087.0,413820.0,54434.0,
324,Jharkhand,Deoghar,-0.098,2.15,1.4315,0.6081,236.6,595.0,8.2,53.8,17.9,3583.0,3295.0,146.0,3038.0,97.0,11408.0,194.0,40.28,775471.0,322052.0,1183186.0,83158.0,,780010.0,656348.0,90012.0,
325,Jharkhand,Dhanbad,0.168,2.143,3.2406,3.0247,210.4,671.0,10.8,45.7,11.6,5923.0,5126.0,324.0,3876.0,611.0,11407.0,73.0,38.4,3539089.0,1419357.0,1284991.0,80524.0,,993038.0,750144.0,43735.0,
326,Jharkhand,Dumka,-0.269,1.909,0.4695,0.1252,170.0,459.0,4.2,45.4,33.1,3466.0,3246.0,130.0,3153.0,58.0,15173.0,314.0,35.78,6550.0,4167.0,907843.0,67645.0,,559928.0,521306.0,67201.0,
327,Jharkhand,East Singhbum,-0.138,2.306,1.5911,1.3324,176.9,888.0,,,17.4,,,,,1202.0,16104.0,289.0,52.03,3504769.0,1949115.0,921054.0,66922.0,,717053.0,543391.0,82022.0,
328,Jharkhand,Garhwa,-0.351,2.186,0.2863,0.0341,317.7,1053.0,9.9,55.3,24.9,5799.0,5631.0,108.0,5042.0,24.0,12545.0,143.0,44.08,2220.0,2127.0,964202.0,86922.0,,585206.0,520656.0,57546.0,
329,Jharkhand,Giridih,-0.173,2.275,0.7212,0.2819,317.4,1240.0,18.3,52.4,9.1,9996.0,9667.0,189.0,9061.0,88.0,18749.0,468.0,45.08,439331.0,307649.0,1553382.0,105199.0,,1059018.0,908442.0,84510.0,
330,Jharkhand,Godda,-0.2,2.05,0.982,0.2829,136.7,580.0,6.3,45.9,15.5,5839.0,5656.0,107.0,5311.0,21.0,11906.0,118.0,36.84,2150.0,2810.0,908437.0,73760.0,,563035.0,515862.0,64140.0,
331,Jharkhand,Gumla,-0.436,1.705,0.1769,0.0484,675.4,700.0,26.3,51.7,8.9,2627.0,2492.0,78.0,2212.0,20.0,10971.0,135.0,32.96,3174.0,3790.0,633980.0,51167.0,,413987.0,363202.0,54747.0,
332,Jharkhand,Hazaribagh,-0.16,2.236,1.1624,0.5775,467.4,681.0,18.8,55.0,16.3,,,,,119.0,17120.0,189.0,45.55,911784.0,429491.0,1038154.0,83960.0,,713139.0,615906.0,76693.0,
333,Jharkhand,Jamtara,-0.206,2.134,0.7252,0.3461,175.0,269.0,11.8,62.9,15.2,1857.0,1749.0,65.0,1645.0,25.0,7687.0,303.0,29.52,335217.0,1620.0,529688.0,35104.0,,326554.0,291516.0,50720.0,
334,Jharkhand,Koderma,-0.172,1.855,0.8927,0.5154,331.1,557.0,,,20.6,1824.0,1688.0,72.0,1448.0,42.0,6867.0,88.0,44.57,2973.0,9951.0,427559.0,24980.0,,336110.0,253088.0,28915.0,
335,Jharkhand,Latehar,-0.388,2.223,0.2537,0.0687,524.3,948.0,29.4,52.2,7.6,2791.0,2683.0,61.0,2458.0,27.0,9223.0,74.0,43.43,287318.0,3407.0,648745.0,55291.0,,396318.0,352829.0,31039.0,
336,Jharkhand,Lohardaga,-0.307,2.022,0.5411,0.2626,712.8,702.0,15.6,58.9,19.8,,,,,20.0,5502.0,39.0,44.3,2508.0,2294.0,323450.0,33433.0,,202875.0,185777.0,33753.0,
337,Jharkhand,Pakur,-0.229,1.758,0.5434,0.264,94.4,577.0,16.6,52.5,5.7,2363.0,2245.0,70.0,1987.0,19.0,9638.0,137.0,44.27,300569.0,2490.0,761103.0,58505.0,,505627.0,423878.0,31718.0,
338,Jharkhand,Palamu,-0.296,2.25,0.6331,0.1492,266.6,555.0,26.6,55.8,18.1,,,,,91.0,18993.0,307.0,37.22,896032.0,7970.0,1462291.0,138794.0,,1002872.0,799959.0,82404.0,
339,Jharkhand,Ranchi,-0.134,2.529,1.8746,1.0063,529.3,873.0,6.5,43.9,13.8,7253.0,5873.0,554.0,5115.0,1341.0,21724.0,238.0,48.01,8723686.0,4083353.0,1551622.0,131455.0,,950062.0,881805.0,114423.0,
