period,district,31_03_2020,31_03_2021,31_03_2022,31_03_2023,31_03_2024,31_03_2025,advance,cd_ratio,cd_ratio_as_on_dec_2016,cd_ratio_as_on_dec_2017,cd_ratio_as_on_dec_2018,cd_ratio_as_on_dec_2019,cd_ratio_as_on_dec_2019_deposit,cd_ratio_as_on_dec_2020_deposit,cd_ratio_as_on_dec_2021,cd_ratio_as_on_december_2021_deposit,cd_ratio_as_on_december_2022,cd_ratio_as_on_december_2022_deposit,cd_ratio_as_on_december_2023,cd_ratio_as_on_december_2023_deposit,cd_ratio_as_on_december_2024,cd_ratio_as_on_december_2024_deposit,cd_ratio_as_on_june_2017,cd_ratio_as_on_june_2018,cd_ratio_as_on_june_2019_deposit,cd_ratio_as_on_june_2020,cd_ratio_as_on_june_2021,cd_ratio_as_on_june_2021_deposit,cd_ratio_as_on_june_2022,cd_ratio_as_on_june_2022_deposit,cd_ratio_as_on_june_2023,cd_ratio_as_on_june_2023_deposit,cd_ratio_as_on_june_2024,cd_ratio_as_on_june_2024_deposit,cd_ratio_as_on_june_2025,cd_ratio_as_on_june_2025_deposit,cd_ratio_as_on_march_2017,cd_ratio_as_on_march_2018,cd_ratio_as_on_march_2019,cd_ratio_as_on_march_2019_deposit,cd_ratio_as_on_march_2020,cd_ratio_as_on_march_2020_deposit,cd_ratio_as_on_march_2021,cd_ratio_as_on_march_2021_deposit,cd_ratio_as_on_march_2022,cd_ratio_as_on_march_2022_deposit,cd_ratio_as_on_march_2023,cd_ratio_as_on_march_2023_deposit,cd_ratio_as_on_march_2024,cd_ratio_as_on_march_2024_deposit,cd_ratio_as_on_march_2025,cd_ratio_as_on_march_2025_deposit,cd_ratio_as_on_sept_2017,cd_ratio_as_on_sept_2018,cd_ratio_as_on_sept_2019,cd_ratio_as_on_sept_2019_deposit,cd_ratio_as_on_sept_2020_deposit,cd_ratio_as_on_sept_2021,cd_ratio_as_on_september_2021_deposit,cd_ratio_as_on_september_2022_deposit,cd_ratio_as_on_september_2024,cd_ratio_as_on_september_2025,cd_ratio_as_on_september_2025_deposit,cd_ratio_dec_2018_amount_in_rs_crore,cd_ratio_december_2015_amount_in_rs_crore,cd_ratio_december_2016_amount_in_rs_crore,cd_ratio_december_2017_amount_in_rs_crore,cd_ratio_june_2016_amount_in_rs_crore,cd_ratio_june_2017_amount_in_rs_crore,cd_ratio_june_2018_amount_in_rs_crore,cd_ratio_march_2016_amount_in_rs_crore,cd_ratio_march_2017_amount_in_rs_crore,cd_ratio_march_2018_amount_in_rs_crore,cd_ratio_sept_2018_amount_in_rs_crore,cd_ratio_september_2016_amount_in_rs_crore,cd_ratio_september_2017_amount_in_rs_crore,variation_over_june_2015,variation_over_june_2016
March 2020,Purba Medinipur,,,,,,,11258.27,43.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.51,,,25810.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2020,Purulia,,,,,,,3567.0,43.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.69,,,8118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2020,Uttar Dinajpur,,,,,,,4197.0,59.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.36,,,7017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2021,Alipurduar,,,,,,,2857.17,48.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.66,,,5930.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2021,Bankura,,,,,,,5582.0,45.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.16,,,12402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2021,Birbhum,,,,,,,6689.9,41.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.26,,,16282.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2021,Cooch Behar,,,,,,,6873.23,77.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.95,,,8884.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2021,Dakshin Dinajpur,,,,,,,2974.53,62.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.44,,,4781.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2021,Darjeeling,,,,,,,12835.99,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.29,,,19931.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2021,Hooghly,,,,,,,12635.74,27.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.22,,,46667.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2021,Howrah,,,,,,,17505.85,41.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6,,,41824.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2021,Jalpaiguri,,,,,,,5369.94,59.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.86,,,9087.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2021,Jhargram,,,,,,,1782.43,40.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.05,,,4453.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2021,Kalimpong,,,,,,,650.29,40.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.26,,,1624.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2021,Kolkata,,,,,,,244315.98,64.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.8,,,381363.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2021,Malda,,,,,,,6808.9,55.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.55,,,12195.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2021,Murshidabad,,,,,,,9179.27,42.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.75,,,21539.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2021,Nadia,,,,,,,15062.27,50.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.16,,,30112.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2021,Paschim Bardhaman,,,,,,,16508.09,41.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.29,,,39694.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2021,Paschim Medinipur,,,,,,,11110.03,43.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.3,,,25617.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2021,Purba Bardhaman,,,,,,,12801.17,45.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.01,,,28088.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2021,Purba Medinipur,,,,,,,11825.56,42.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.62,,,27727.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2021,Purulia,,,,,,,4652.07,54.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.94,,,8523.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2021,Uttar Dinajpur,,,,,,,4490.93,60.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.81,,,7406.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2022,Alipurduar,,,,,,,3219.86,47.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.18,,,6759.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2022,Bankura,,,,,,,7351.0,49.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.01,,,14925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2022,Birbhum,,,,,,,8149.04,49.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.09,,,16300.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2022,Cooch Behar,,,,,,,7701.0,79.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.36,,,9688.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2022,Dakshin Dinajpur,,,,,,,3087.3,61.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.21,,,4991.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2022,Darjeeling,,,,,,,14775.94,57.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4,,,25658.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2022,Hooghly,,,,,,,17928.44,36.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.08,,,49446.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2022,Howrah,,,,,,,18367.51,46.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.86,,,39702.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2022,Jalpaiguri,,,,,,,7226.08,63.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.09,,,11409.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2022,Jhargram,,,,,,,1699.2,40.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.03,,,4152.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2022,Kalimpong,,,,,,,786.24,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.04,,,1762.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2022,Kolkata,,,,,,,256683.01,61.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.06,,,416656.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2022,Malda,,,,,,,7533.75,57.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.83,,,13144.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2022,Murshidabad,,,,,,,10060.86,44.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.62,,,22857.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2022,Nadia,,,,,,,16192.0,50.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.02,,,32225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2022,Paschim Bardhaman,,,,,,,18526.68,42.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.59,,,43512.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2022,Paschim Medinipur,,,,,,,12422.8,46.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.37,,,26461.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2022,Purba Bardhaman,,,,,,,13211.02,51.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.58,,,25760.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2022,Purba Medinipur,,,,,,,14050.4,45.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.65,,,30659.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2022,Purulia,,,,,,,3993.0,48.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.58,,,8214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2022,Uttar Dinajpur,,,,,,,5132.12,60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.63,,,8468.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2023,Alipurduar,,,,,,,4458.02,63.23,,,,,,,,,62.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.64,,63.23,7049.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2023,Bankura,,,,,,,9779.5,52.4,,,,,,,,,51.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.25,,52.4,18662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2023,Birbhum,,,,,,,9417.58,47.59,,,,,,,,,48.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.99,,47.59,19787.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2023,Cooch Behar,,,,,,,10653.24,79.37,,,,,,,,,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.49,,79.37,13422.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2023,Dakshin Dinajpur,,,,,,,3323.72,62.23,,,,,,,,,62.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.85,,62.23,5341.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2023,Darjeeling,,,,,,,15908.32,65.19,,,,,,,,,62.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.59,,65.19,24402.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2023,Hooghly,,,,,,,22888.71,41.9,,,,,,,,,41.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.26,,41.9,54626.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2023,Howrah,,,,,,,25531.64,49.33,,,,,,,,,47.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.26,,49.33,51759.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2023,Jalpaiguri,,,,,,,6872.69,68.7,,,,,,,,,60.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.33,,68.7,10003.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2023,Jhargram,,,,,,,1938.4,42.19,,,,,,,,,41.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.92,,42.19,4594.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2023,Kalimpong,,,,,,,979.0,50.54,,,,,,,,,46.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.6,,50.54,1937.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2023,Kolkata,,,,,,,263977.2,64.15,,,,,,,,,64.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.61,,64.15,411470.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2023,Malda,,,,,,,8352.72,60.43,,,,,,,,,59.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.31,,60.43,13822.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2023,Murshidabad,,,,,,,16676.14,52.27,,,,,,,,,49.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.02,,52.27,31901.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2023,Nadia,,,,,,,15260.25,50.02,,,,,,,,,49.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.25,,50.02,30508.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2023,Paschim Bardhaman,,,,,,,21397.75,46.31,,,,,,,,,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.58,,46.31,46208.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2023,Paschim Medinipur,,,,,,,14280.12,49.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.95,,,28951.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2023,Purba Bardhaman,,,,,,,17060.94,51.89,,,,,,,,,51.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.28,,51.89,32878.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2023,Purba Medinipur,,,,,,,14757.84,47.39,,,,,,,,,47.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.83,,47.39,31140.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2023,Purulia,,,,,,,5225.46,48.84,,,,,,,,,48.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.61,,48.84,10698.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2023,Uttar Dinajpur,,,,,,,5675.95,61.17,,,,,,,,,60.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.6,,61.17,9278.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2024,Alipurduar,,,,,,,4088.12,54.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.23,,54.85,7453.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2024,Bankura,,,,,,,11786.95,54.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4,,54.94,21454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2024,Birbhum,,,,,,,19310.37,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.59,,53.5,36097.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2024,Cooch Behar,,,,,,,9109.42,80.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.37,,80.39,11331.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2024,Dakshin Dinajpur,,,,,,,3802.84,62.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.23,,62.42,6092.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2024,Darjeeling,,,,,,,16838.19,67.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.19,,67.55,24928.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2024,Hooghly,,,,,,,27512.3,45.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9,,45.76,60127.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2024,Howrah,,,,,,,27601.86,49.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.33,,49.14,56175.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2024,Jalpaiguri,,,,,,,11813.89,93.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.7,,93.16,12680.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2024,Jhargram,,,,,,,2291.6,47.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.19,,47.39,4835.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2024,Kalimpong,,,,,,,1332.61,60.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.54,,60.77,2192.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2024,Kolkata,,,,,,,411905.97,98.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.15,,98.7,417350.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2024,Malda,,,,,,,8765.77,58.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.43,,58.84,14897.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2024,Murshidabad,,,,,,,17391.42,57.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.27,,57.06,30481.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2024,Nadia,,,,,,,15438.15,50.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.02,,50.75,30420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2024,Paschim Bardhaman,,,,,,,25677.56,52.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.31,,52.49,48915.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2024,Paschim Medinipur,,,,,,,16857.37,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.32,,51.4,32796.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2024,Purba Bardhaman,,,,,,,19310.37,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.89,,53.5,36097.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2024,Purba Medinipur,,,,,,,18717.35,50.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.39,,50.82,36830.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2024,Purulia,,,,,,,6687.36,49.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.84,,49.34,13554.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2024,Uttar Dinajpur,,,,,,,6255.72,65.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.17,,65.29,9582.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2025,Alipurduar,,,,,,,5583.19,63.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.85,,63.43,8801.45,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2025,Bankura,,,,,,,12123.9,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.94,,57.0,21270.0,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2025,Birbhum,,,,,,,12150.45,53.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5,,53.51,22708.35,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2025,Cooch Behar,,,,,,,20083.69,105.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.39,,105.74,18994.34,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2025,Dakshin Dinajpur,,,,,,,4395.53,69.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.42,,69.96,6282.98,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2025,Darjeeling,,,,,,,19153.25,68.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.55,,68.56,27936.98,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2025,Hooghly,,,,,,,28947.99,47.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.76,,47.14,61409.9,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2025,Howrah,,,,,,,29733.09,49.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.14,,49.71,59809.97,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2025,Jalpaiguri,,,,,,,10254.28,77.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.16,,77.17,13287.73,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2025,Jhargram,,,,,,,2414.33,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.39,,45.3,5330.19,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2025,Kalimpong,,,,,,,1098.28,50.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.77,,50.99,2154.08,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2025,Kolkata,,,,,,,360066.68,103.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7,,103.89,346578.61,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2025,Malda,,,,,,,10830.51,60.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.84,,60.43,17921.49,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2025,Murshidabad,,,,,,,18634.61,59.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.06,,59.92,31101.54,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2025,Nadia,,,,,,,17650.0,51.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.75,,51.08,34553.0,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2025,Paschim Bardhaman,,,,,,,29196.58,54.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.49,,54.12,53946.83,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2025,Paschim Medinipur,,,,,,,22244.83,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.4,,53.8,41346.24,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2025,Purba Bardhaman,,,,,,,21519.91,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5,,55.2,38985.03,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2025,Purba Medinipur,,,,,,,20681.31,53.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.82,,53.58,38599.55,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2025,Purulia,,,,,,,6743.83,49.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.34,,49.24,12679.67,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2025,Uttar Dinajpur,,,,,,,6655.72,69.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.29,,69.46,9582.14,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2016,Alipurduar,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3484.05,,,-2.0
September 2016,Bankura,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9953.82,,,0.0
September 2016,Birbhum,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9220.48,,,0.0
September 2016,Cooch Behar,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5263.4,,,-2.0
September 2016,Dakshin Dinajpur,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2659.69,,,0.0
September 2016,Darjeeling,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12280.36,,,-1.0
September 2016,Hooghly,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31132.93,,,0.0
September 2016,Howrah,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28620.28,,,4.0
September 2016,Jalpaiguri,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5692.61,,,-26.0
September 2016,Kolkata,,,,,,,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258066.79,,,-1.0
September 2016,Malda,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6696.83,,,4.0
