period,district,31_03_2022,31_03_2023,31_03_2024,31_03_2025,amount,disbursement_during_fy_during_fy_2022_23,during_fy_2021_22,during_fy_2022_23,during_fy_2023_24,during_fy_2024_25,kcc_disbursement_during_01_04_2019_to_30_06_2019_fresh_renewal_no,kcc_disbursement_during_01_04_2019_to_31_03_2020_fresh_renewal_no,kcc_disbursement_during_01_04_2019_to_31_12_2019_fresh_renewal_no,kcc_disbursement_during_01_04_2020_to_30_09_2020_fresh_renewal_no,kcc_disbursement_during_01_04_2020_to_31_03_2021_fresh_renewal_no,kcc_disbursement_during_01_04_2020_to_31_12_2020_fresh_renewal_no,kcc_disbursement_during_01_04_2021_to_30_06_2021_fresh_renewal_no,kcc_disbursement_during_01_04_2021_to_30_09_2021_fresh_renewal_no,kcc_disbursement_during_01_04_2021_to_31_03_2022_fresh_renewal_no,kcc_disbursement_during_01_04_2021_to_31_12_2021_fresh_renewal_no,kcc_disbursement_during_01_04_2022_to_30_06_2022_fresh_renewal_no,kcc_disbursement_during_01_04_2022_to_30_09_2022_fresh_renewal_no,kcc_disbursement_during_01_04_2022_to_31_03_2023_fresh_renewal_no,kcc_disbursement_during_01_04_2022_to_31_12_2022_fresh_renewal_no,kcc_disbursement_during_01_04_2023_to_30_06_2023_fresh_renewal_no,kcc_disbursement_during_01_04_2023_to_31_03_2024_fresh_renewal_no,kcc_disbursement_during_01_04_2023_to_31_12_2023_fresh_renewal_no,kcc_disbursement_during_01_04_2024_to_30_06_2024_fresh_renewal_no,kcc_disbursement_during_01_04_2024_to_31_03_2025_fresh_renewal_no,kcc_disbursement_during_01_04_2024_to_31_12_2024_fresh_renewal_no,kcc_disbursement_during_01_04_2025_to_30_06_2025_fresh_renewal_no,kcc_disbursement_during_01_04_2025_to_30_09_2025_fresh_renewal_no,kcc_disbursement_during_fy_2018_19_no,kcc_disbursement_during_fy_2020_21,kcc_disbursement_during_fy_2021_22,kcc_outstanding_31_03_2021,kcc_outstanding_31_03_2022,kcc_outstanding_as_on_30_06_2020_no,kcc_outstanding_as_on_30_06_2021_no,kcc_outstanding_as_on_30_06_2022_no,kcc_outstanding_as_on_30_06_2023_no,kcc_outstanding_as_on_30_06_2024_no,kcc_outstanding_as_on_30_06_2025_no,kcc_outstanding_as_on_30_09_2021_no,kcc_outstanding_as_on_30_09_2022_no,kcc_outstanding_as_on_30_09_2025_no,kcc_outstanding_as_on_31_03_2021_no,kcc_outstanding_as_on_31_03_2022_no,kcc_outstanding_as_on_31_03_2023_no,kcc_outstanding_as_on_31_03_2024_no,kcc_outstanding_as_on_31_03_2025_no,kcc_outstanding_as_on_31_12_2020_no,kcc_outstanding_as_on_31_12_2021_no,kcc_outstanding_as_on_31_12_2022_no,kcc_outstanding_as_on_31_12_2023_no,kcc_outstanding_as_on_31_12_2024_no,of_achievement_no,outstanding_as_on_31_03_2023,target_no
June 2025,Paschim Bardhaman,,,92696.0,101426.0,706.62,14136.0,,,66702.0,100312.0,,,,,,,,,,,,,,,,,,,,,12785.0,,,,,,,,,,,,166211.0,,,,,,,,,,,,,,51.14,14713.8,25000.0
June 2025,Paschim Medinipur,,,317981.0,349181.0,1677.53,291083.0,,,253359.0,283242.0,,,,,,,,,,,,,,,,,,,,,57814.0,,,,,,,,,,,,352657.0,,,,,,,,,,,,,,23.6,380758.0,245000.0
June 2025,Purba Bardhaman,,,264391.0,334360.0,1525.51,313123.0,,,139972.0,178261.0,,,,,,,,,,,,,,,,,,,,,51211.0,,,,,,,,,,,,419130.0,,,,,,,,,,,,,,18.29,458845.0,280000.0
June 2025,Purba Medinipur,,,430227.0,463951.0,2280.66,547833.0,,,421639.0,551372.0,,,,,,,,,,,,,,,,,,,,,302081.0,,,,,,,,,,,,582048.0,,,,,,,,,,,,,,40.28,593003.0,750000.0
June 2025,Purulia,,,106247.0,100718.0,804.74,29036.0,,,33303.0,54251.0,,,,,,,,,,,,,,,,,,,,,20168.0,,,,,,,,,,,,139925.0,,,,,,,,,,,,,,57.62,116348.0,35000.0
June 2025,Uttar Dinajpur,,,205762.0,161824.0,894.1,43759.0,,,51131.0,57123.0,,,,,,,,,,,,,,,,,,,,,11077.0,,,,,,,,,,,,158979.0,,,,,,,,,,,,,,20.14,246008.0,55000.0
March 2019,Alipurduar,,,,,41.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,28468.0,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Bankura,,,,,322.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,84479.0,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Birbhum,,,,,85.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,49836.0,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Cooch Behar,,,,,284.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,45613.0,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Dakshin Dinajpur,,,,,206.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,41419.0,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Darjeeling,,,,,168.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,23955.0,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Hooghly,,,,,212.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,28072.0,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Howrah,,,,,118.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,35524.0,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Jalpaiguri,,,,,217.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,44189.0,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Jhargram,,,,,9.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Kalimpong,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,21123.0,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Kolkata,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Malda,,,,,255.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,76552.0,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Murshidabad,,,,,255.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,87783.0,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Nadia,,,,,213.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,85176.0,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Paschim Bardhaman,,,,,373.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,105223.0,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Paschim Medinipur,,,,,924.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,239120.0,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Purba Bardhaman,,,,,2786.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,330381.0,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Purba Medinipur,,,,,1052.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,433084.0,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Purulia,,,,,107.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,38246.0,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2019,Uttar Dinajpur,,,,,191.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,78874.0,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2020,Alipurduar,,,,,82.29,,,,,,,22586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.17,,50000.0
March 2020,Bankura,,,,,843.24,,,,,,,124907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.22,,140000.0
March 2020,Birbhum,,,,,273.51,,,,,,,71896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.57,,165000.0
March 2020,Cooch Behar,,,,,509.39,,,,,,,91936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.94,,100000.0
March 2020,Dakshin Dinajpur,,,,,282.17,,,,,,,77891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.81,,110000.0
March 2020,Darjeeling,,,,,78.08,,,,,,,21879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.26,,70000.0
March 2020,Hooghly,,,,,1041.48,,,,,,,160180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.38,,245000.0
March 2020,Howrah,,,,,260.49,,,,,,,57809.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.58,,70000.0
March 2020,Jalpaiguri,,,,,163.51,,,,,,,35882.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.8,,60000.0
March 2020,Jhargram,,,,,256.37,,,,,,,59795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.94,,95000.0
March 2020,Kalimpong,,,,,25.96,,,,,,,8580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.9,,20000.0
March 2020,Kolkata,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
March 2020,Malda,,,,,357.8,,,,,,,69829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.25,,210000.0
March 2020,Murshidabad,,,,,343.0,,,,,,,76591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.64,,250000.0
March 2020,Nadia,,,,,1025.29,,,,,,,147655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.73,,280000.0
March 2020,Paschim Bardhaman,,,,,165.99,,,,,,,35917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.92,,100000.0
March 2020,Paschim Medinipur,,,,,1672.78,,,,,,,301412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.23,,310000.0
March 2020,Purba Bardhaman,,,,,1441.24,,,,,,,253704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.96,,270000.0
March 2020,Purba Medinipur,,,,,1987.76,,,,,,,396954.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.88,,290000.0
March 2020,Purulia,,,,,138.91,,,,,,,45722.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.48,,150000.0
March 2020,Uttar Dinajpur,,,,,243.45,,,,,,,50894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.27,,110000.0
March 2021,Alipurduar,,,,,288.74,,,,,,,,,,28580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45666.0,,,,,,,,,,71.45,,40000.0
March 2021,Bankura,,,,,591.78,,,,,,,,,,148212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168322.0,,,,,,,,,,64.44,,230000.0
March 2021,Birbhum,,,,,868.24,,,,,,,,,,179452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245964.0,,,,,,,,,,85.05,,211000.0
March 2021,Cooch Behar,,,,,663.35,,,,,,,,,,143251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113749.0,,,,,,,,,,71.63,,200000.0
March 2021,Dakshin Dinajpur,,,,,755.91,,,,,,,,,,85121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189722.0,,,,,,,,,,70.93,,120000.0
March 2021,Darjeeling,,,,,116.0,,,,,,,,,,13504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23090.0,,,,,,,,,,67.52,,20000.0
March 2021,Hooghly,,,,,1208.07,,,,,,,,,,290045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284684.0,,,,,,,,,,128.91,,225000.0
March 2021,Howrah,,,,,152.33,,,,,,,,,,70222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43711.0,,,,,,,,,,70.22,,100000.0
March 2021,Jalpaiguri,,,,,571.56,,,,,,,,,,30801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94099.0,,,,,,,,,,61.6,,50000.0
March 2021,Jhargram,,,,,261.04,,,,,,,,,,42840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73757.0,,,,,,,,,,57.12,,75000.0
March 2021,Kalimpong,,,,,42.68,,,,,,,,,,8229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10609.0,,,,,,,,,,117.56,,7000.0
March 2021,Kolkata,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0
March 2021,Malda,,,,,622.8,,,,,,,,,,79801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118983.0,,,,,,,,,,35.47,,225000.0
March 2021,Murshidabad,,,,,329.58,,,,,,,,,,71458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78425.0,,,,,,,,,,23.05,,310000.0
March 2021,Nadia,,,,,720.89,,,,,,,,,,76225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161272.0,,,,,,,,,,29.32,,260000.0
March 2021,Paschim Bardhaman,,,,,68.2,,,,,,,,,,19534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23491.0,,,,,,,,,,78.14,,25000.0
March 2021,Paschim Medinipur,,,,,1435.29,,,,,,,,,,183846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348897.0,,,,,,,,,,37.91,,485000.0
March 2021,Purba Bardhaman,,,,,1903.97,,,,,,,,,,210211.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369093.0,,,,,,,,,,72.49,,290000.0
March 2021,Purba Medinipur,,,,,1342.82,,,,,,,,,,561806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443433.0,,,,,,,,,,76.44,,735000.0
March 2021,Purulia,,,,,311.23,,,,,,,,,,26712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94289.0,,,,,,,,,,23.85,,112000.0
March 2021,Uttar Dinajpur,,,,,1277.0,,,,,,,,,,41454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284312.0,,,,,,,,,,21.26,,195000.0
March 2022,Alipurduar,,,,,299.75,,,,,,,,,,,,,,24782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32003.0,,,,,,,,,64.37,,38500.0
March 2022,Bankura,,,,,727.26,,,,,,,,,,,,,,181205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165474.0,,,,,,,,,91.52,,198000.0
March 2022,Birbhum,,,,,895.48,,,,,,,,,,,,,,201149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228706.0,,,,,,,,,83.81,,240000.0
March 2022,Cooch Behar,,,,,1086.59,,,,,,,,,,,,,,158373.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200143.0,,,,,,,,,83.35,,190000.0
March 2022,Dakshin Dinajpur,,,,,830.86,,,,,,,,,,,,,,77537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180792.0,,,,,,,,,67.42,,115000.0
March 2022,Darjeeling,,,,,240.12,,,,,,,,,,,,,,17604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26325.0,,,,,,,,,95.16,,18500.0
March 2022,Hooghly,,,,,1704.19,,,,,,,,,,,,,,266969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341789.0,,,,,,,,,67.59,,395000.0
March 2022,Howrah,,,,,348.0,,,,,,,,,,,,,,41642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75783.0,,,,,,,,,43.83,,95000.0
March 2022,Jalpaiguri,,,,,502.26,,,,,,,,,,,,,,25647.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80373.0,,,,,,,,,64.12,,40000.0
March 2022,Jhargram,,,,,412.66,,,,,,,,,,,,,,38419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100955.0,,,,,,,,,69.85,,55000.0
March 2022,Kalimpong,,,,,108.15,,,,,,,,,,,,,,9041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11031.0,,,,,,,,,90.41,,10000.0
March 2022,Kolkata,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0
March 2022,Malda,,,,,829.49,,,,,,,,,,,,,,171364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226930.0,,,,,,,,,155.79,,110000.0
March 2022,Murshidabad,,,,,669.34,,,,,,,,,,,,,,73973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146729.0,,,,,,,,,77.87,,95000.0
March 2022,Nadia,,,,,1041.5,,,,,,,,,,,,,,64240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197820.0,,,,,,,,,58.4,,110000.0
March 2022,Paschim Bardhaman,,,,,113.77,,,,,,,,,,,,,,14792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14501.0,,,,,,,,,59.17,,25000.0
March 2022,Paschim Medinipur,,,,,1196.6,,,,,,,,,,,,,,270316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196737.0,,,,,,,,,110.33,,245000.0
March 2022,Purba Bardhaman,,,,,2550.26,,,,,,,,,,,,,,289429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557957.0,,,,,,,,,103.37,,280000.0
March 2022,Purba Medinipur,,,,,2376.0,,,,,,,,,,,,,,560331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557064.0,,,,,,,,,74.71,,750000.0
March 2022,Purulia,,,,,376.92,,,,,,,,,,,,,,51254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108514.0,,,,,,,,,146.44,,35000.0
March 2022,Uttar Dinajpur,,,,,1337.32,,,,,,,,,,,,,,47316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314343.0,,,,,,,,,86.03,,55000.0
March 2023,Alipurduar,,,,,468.74,,,,,,,,,,,,,,,,,,31573.0,,,,,,,,,,,,,,,,,,,,,,,,,,94402.0,,,,,,,,82.01,,38500.0
March 2023,Bankura,,,,,961.09,,,,,,,,,,,,,,,,,,169126.0,,,,,,,,,,,,,,,,,,,,,,,,,,174432.0,,,,,,,,85.42,,198000.0
March 2023,Birbhum,,,,,810.64,,,,,,,,,,,,,,,,,,89665.0,,,,,,,,,,,,,,,,,,,,,,,,,,245080.0,,,,,,,,37.36,,240000.0
March 2023,Cooch Behar,,,,,1480.39,,,,,,,,,,,,,,,,,,154180.0,,,,,,,,,,,,,,,,,,,,,,,,,,162231.0,,,,,,,,81.15,,190000.0
March 2023,Dakshin Dinajpur,,,,,586.02,,,,,,,,,,,,,,,,,,84311.0,,,,,,,,,,,,,,,,,,,,,,,,,,107952.0,,,,,,,,73.31,,115000.0
March 2023,Darjeeling,,,,,123.74,,,,,,,,,,,,,,,,,,11395.0,,,,,,,,,,,,,,,,,,,,,,,,,,24510.0,,,,,,,,61.6,,18500.0
March 2023,Hooghly,,,,,1465.97,,,,,,,,,,,,,,,,,,304544.0,,,,,,,,,,,,,,,,,,,,,,,,,,329980.0,,,,,,,,77.1,,395000.0
March 2023,Howrah,,,,,538.38,,,,,,,,,,,,,,,,,,39460.0,,,,,,,,,,,,,,,,,,,,,,,,,,86541.0,,,,,,,,41.54,,95000.0
March 2023,Jalpaiguri,,,,,881.83,,,,,,,,,,,,,,,,,,44124.0,,,,,,,,,,,,,,,,,,,,,,,,,,96900.0,,,,,,,,110.31,,40000.0
March 2023,Jhargram,,,,,311.15,,,,,,,,,,,,,,,,,,31725.0,,,,,,,,,,,,,,,,,,,,,,,,,,72664.0,,,,,,,,57.68,,55000.0
March 2023,Kalimpong,,,,,49.73,,,,,,,,,,,,,,,,,,3183.0,,,,,,,,,,,,,,,,,,,,,,,,,,8610.0,,,,,,,,31.83,,10000.0
March 2023,Kolkata,,,,,23.49,,,,,,,,,,,,,,,,,,1015.0,,,,,,,,,,,,,,,,,,,,,,,,,,437.0,,,,,,,,,,0.0
March 2023,Malda,,,,,659.67,,,,,,,,,,,,,,,,,,62769.0,,,,,,,,,,,,,,,,,,,,,,,,,,144897.0,,,,,,,,57.06,,110000.0
March 2023,Murshidabad,,,,,988.67,,,,,,,,,,,,,,,,,,62385.0,,,,,,,,,,,,,,,,,,,,,,,,,,162166.0,,,,,,,,65.67,,95000.0
March 2023,Nadia,,,,,1480.42,,,,,,,,,,,,,,,,,,87548.0,,,,,,,,,,,,,,,,,,,,,,,,,,214802.0,,,,,,,,79.59,,110000.0
March 2023,Paschim Bardhaman,,,,,239.65,,,,,,,,,,,,,,,,,,14136.0,,,,,,,,,,,,,,,,,,,,,,,,,,14714.0,,,,,,,,56.54,,25000.0
March 2023,Paschim Medinipur,,,,,2186.19,,,,,,,,,,,,,,,,,,291083.0,,,,,,,,,,,,,,,,,,,,,,,,,,380758.0,,,,,,,,118.81,,245000.0
March 2023,Purba Bardhaman,,,,,2614.44,,,,,,,,,,,,,,,,,,313123.0,,,,,,,,,,,,,,,,,,,,,,,,,,458845.0,,,,,,,,111.83,,280000.0
March 2023,Purba Medinipur,,,,,1690.03,,,,,,,,,,,,,,,,,,547833.0,,,,,,,,,,,,,,,,,,,,,,,,,,593003.0,,,,,,,,73.04,,750000.0
March 2023,Purulia,,,,,313.54,,,,,,,,,,,,,,,,,,29036.0,,,,,,,,,,,,,,,,,,,,,,,,,,116348.0,,,,,,,,82.96,,35000.0
March 2023,Uttar Dinajpur,,,,,1022.32,,,,,,,,,,,,,,,,,,43759.0,,,,,,,,,,,,,,,,,,,,,,,,,,246008.0,,,,,,,,79.56,,55000.0
March 2024,Alipurduar,,,,,425.23,,,,,,,,,,,,,,,,,,,,,26435.0,,,,,,,,,,,,,,,,,,,,,,,,65151.0,,,,,,,68.66,,38500.0
March 2024,Bankura,,,,,832.61,,,,,,,,,,,,,,,,,,,,,120035.0,,,,,,,,,,,,,,,,,,,,,,,,198842.0,,,,,,,60.62,,198000.0
March 2024,Birbhum,,,,,863.06,,,,,,,,,,,,,,,,,,,,,118294.0,,,,,,,,,,,,,,,,,,,,,,,,244111.0,,,,,,,49.29,,240000.0
March 2024,Cooch Behar,,,,,1476.26,,,,,,,,,,,,,,,,,,,,,80545.0,,,,,,,,,,,,,,,,,,,,,,,,170478.0,,,,,,,42.39,,190000.0
March 2024,Dakshin Dinajpur,,,,,462.79,,,,,,,,,,,,,,,,,,,,,51629.0,,,,,,,,,,,,,,,,,,,,,,,,99754.0,,,,,,,44.89,,115000.0
March 2024,Darjeeling,,,,,169.89,,,,,,,,,,,,,,,,,,,,,15592.0,,,,,,,,,,,,,,,,,,,,,,,,22170.0,,,,,,,84.28,,18500.0
March 2024,Hooghly,,,,,1714.97,,,,,,,,,,,,,,,,,,,,,271942.0,,,,,,,,,,,,,,,,,,,,,,,,316589.0,,,,,,,68.85,,395000.0
March 2024,Howrah,,,,,374.08,,,,,,,,,,,,,,,,,,,,,56083.0,,,,,,,,,,,,,,,,,,,,,,,,68078.0,,,,,,,59.03,,95000.0
March 2024,Jalpaiguri,,,,,1107.79,,,,,,,,,,,,,,,,,,,,,51369.0,,,,,,,,,,,,,,,,,,,,,,,,110218.0,,,,,,,128.42,,40000.0
March 2024,Jhargram,,,,,606.17,,,,,,,,,,,,,,,,,,,,,67437.0,,,,,,,,,,,,,,,,,,,,,,,,119389.0,,,,,,,122.61,,55000.0
March 2024,Kalimpong,,,,,74.03,,,,,,,,,,,,,,,,,,,,,10020.0,,,,,,,,,,,,,,,,,,,,,,,,13429.0,,,,,,,100.2,,10000.0
March 2024,Kolkata,,,,,251.84,,,,,,,,,,,,,,,,,,,,,1197.0,,,,,,,,,,,,,,,,,,,,,,,,1587.0,,,,,,,,,0.0
March 2024,Malda,,,,,655.08,,,,,,,,,,,,,,,,,,,,,129634.0,,,,,,,,,,,,,,,,,,,,,,,,136389.0,,,,,,,117.85,,110000.0
March 2024,Murshidabad,,,,,850.29,,,,,,,,,,,,,,,,,,,,,64846.0,,,,,,,,,,,,,,,,,,,,,,,,210027.0,,,,,,,68.26,,95000.0
March 2024,Nadia,,,,,1440.67,,,,,,,,,,,,,,,,,,,,,125385.0,,,,,,,,,,,,,,,,,,,,,,,,272055.0,,,,,,,113.99,,110000.0
March 2024,Paschim Bardhaman,,,,,523.18,,,,,,,,,,,,,,,,,,,,,66702.0,,,,,,,,,,,,,,,,,,,,,,,,92696.0,,,,,,,266.81,,25000.0
March 2024,Paschim Medinipur,,,,,1790.41,,,,,,,,,,,,,,,,,,,,,253359.0,,,,,,,,,,,,,,,,,,,,,,,,317981.0,,,,,,,103.41,,245000.0
March 2024,Purba Bardhaman,,,,,1909.17,,,,,,,,,,,,,,,,,,,,,139972.0,,,,,,,,,,,,,,,,,,,,,,,,264391.0,,,,,,,49.99,,280000.0
March 2024,Purba Medinipur,,,,,1491.56,,,,,,,,,,,,,,,,,,,,,421639.0,,,,,,,,,,,,,,,,,,,,,,,,430227.0,,,,,,,56.22,,750000.0
March 2024,Purulia,,,,,347.14,,,,,,,,,,,,,,,,,,,,,33303.0,,,,,,,,,,,,,,,,,,,,,,,,106247.0,,,,,,,95.15,,35000.0
March 2024,Uttar Dinajpur,,,,,807.77,,,,,,,,,,,,,,,,,,,,,51131.0,,,,,,,,,,,,,,,,,,,,,,,,205762.0,,,,,,,92.97,,55000.0
March 2025,Alipurduar,,,,,591.54,,,,,,,,,,,,,,,,,,,,,,,,44204.0,,,,,,,,,,,,,,,,,,,,,,81871.0,,,,,,114.82,,38500.0
March 2025,Bankura,,,,,956.28,,,,,,,,,,,,,,,,,,,,,,,,129362.0,,,,,,,,,,,,,,,,,,,,,,191032.0,,,,,,65.33,,198000.0
March 2025,Birbhum,,,,,1087.61,,,,,,,,,,,,,,,,,,,,,,,,142673.0,,,,,,,,,,,,,,,,,,,,,,238156.0,,,,,,59.45,,240000.0
March 2025,Cooch Behar,,,,,1803.75,,,,,,,,,,,,,,,,,,,,,,,,84459.0,,,,,,,,,,,,,,,,,,,,,,179136.0,,,,,,44.45,,190000.0
March 2025,Dakshin Dinajpur,,,,,546.93,,,,,,,,,,,,,,,,,,,,,,,,71052.0,,,,,,,,,,,,,,,,,,,,,,143538.0,,,,,,61.78,,115000.0
March 2025,Darjeeling,,,,,290.93,,,,,,,,,,,,,,,,,,,,,,,,31380.0,,,,,,,,,,,,,,,,,,,,,,31122.0,,,,,,169.62,,18500.0
March 2025,Hooghly,,,,,2130.03,,,,,,,,,,,,,,,,,,,,,,,,314592.0,,,,,,,,,,,,,,,,,,,,,,324869.0,,,,,,79.64,,395000.0
March 2025,Howrah,,,,,698.14,,,,,,,,,,,,,,,,,,,,,,,,66863.0,,,,,,,,,,,,,,,,,,,,,,78179.0,,,,,,70.38,,95000.0
March 2025,Jalpaiguri,,,,,858.06,,,,,,,,,,,,,,,,,,,,,,,,59869.0,,,,,,,,,,,,,,,,,,,,,,75597.0,,,,,,149.67,,40000.0
March 2025,Jhargram,,,,,362.49,,,,,,,,,,,,,,,,,,,,,,,,80501.0,,,,,,,,,,,,,,,,,,,,,,102141.0,,,,,,146.37,,55000.0
