period,district,2020_21,2021_22,2022_23,2023_24,2024_25,31_03_2021,31_03_2022,31_03_2023,31_03_2024,31_03_2025,a_chievement_as_on_dec_19_disbursement_no,achievement_as_on_dec_19_sanction_no,achievement_disbursement_no,achievement_sanction_no,amount,amt,amt_in_cr,average,average_disb_rs_in_lakh,average_disbursement,average_disbursement_amount,average_disbursement_amount_in_lakh,average_disbursement_in_lakh,average_ticket_size_31_03_2021,average_ticket_size_31_03_2022,average_ticket_size_31_03_2023,average_ticket_size_of_outstanding_31_03_2020,disbursed_no,disbursement_during_fy_2020_21,disbursement_during_the_fy_2019_20,disbursement_during_the_fy_2022_23,disbursement_no,no,of_achievement,of_achievement_disbursement_no,of_achievement_no,of_disbursement_against_slbc_target_no,outstanding_as_on_31_03_2020,outstanding_as_on_31_03_2021,outstanding_as_on_31_03_2022,outstanding_as_on_31_03_2023,outstanding_no,pending_no,pending_shg_no,sanction_no,sanctioned_no,target_2020_21_no,target_2021_22,target_2023_24_no,target_for_2019_20_disbursement_no,target_for_2020_21_no,target_fy_2025_26_no,target_no,total_app_submitted,total_application_submitted,total_disbursed_no,total_disbursement,total_disbursement_no,total_outsanding_no,total_outstanding,total_outstanding_no,total_sanction_no,total_sanctioned,total_sanctioned_no
September 2021,Darjeeling,,,,,,,,,,,,,,,,,,,,1.59,,,,,,,,,,,,,,82.36,,,,,,,,,,,,,,3928.0,,,,,,,,,3235.0,,,5032.0,,,1487.0,
September 2021,Hooghly,,,,,,,,,,,,,,,,,,,,1.65,,,,,,,,,,,,,,99.01,,,,,,,,,,,,,,19739.0,,,,,,,,,19543.0,,,37202.0,,,10640.0,
September 2021,Howrah,,,,,,,,,,,,,,,,,,,,1.93,,,,,,,,,,,,,,59.28,,,,,,,,,,,,,,23863.0,,,,,,,,,14146.0,,,31397.0,,,8280.0,
September 2021,Jalpaiguri,,,,,,,,,,,,,,,,,,,,1.33,,,,,,,,,,,,,,96.47,,,,,,,,,,,,,,14989.0,,,,,,,,,14460.0,,,31361.0,,,11268.0,
September 2021,Jhargram,,,,,,,,,,,,,,,,,,,,1.34,,,,,,,,,,,,,,59.49,,,,,,,,,,,,,,9400.0,,,,,,,,,5592.0,,,14714.0,,,4700.0,
September 2021,Kalimpong,,,,,,,,,,,,,,,,,,,,1.62,,,,,,,,,,,,,,76.54,,,,,,,,,,,,,,1880.0,,,,,,,,,1439.0,,,2537.0,,,566.0,
September 2021,Malda,,,,,,,,,,,,,,,,,,,,1.02,,,,,,,,,,,,,,68.19,,,,,,,,,,,,,,28051.0,,,,,,,,,19129.0,,,48546.0,,,7578.0,
September 2021,Murshidabad,,,,,,,,,,,,,,,,,,,,1.11,,,,,,,,,,,,,,70.26,,,,,,,,,,,,,,31883.0,,,,,,,,,22400.0,,,70369.0,,,12963.0,
September 2021,Nadia,,,,,,,,,,,,,,,,,,,,1.12,,,,,,,,,,,,,,58.28,,,,,,,,,,,,,,24190.0,,,,,,,,,14098.0,,,42628.0,,,8117.0,
September 2021,North 24 Parganas,,,,,,,,,,,,,,,,,,,,1.05,,,,,,,,,,,,,,61.09,,,,,,,,,,,,,,38018.0,,,,,,,,,23226.0,,,54551.0,,,13964.0,
September 2021,Paschim Bardhaman,,,,,,,,,,,,,,,,,,,,2.15,,,,,,,,,,,,,,41.81,,,,,,,,,,,,,,8257.0,,,,,,,,,3452.0,,,8432.0,,,2671.0,
September 2021,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,1.55,,,,,,,,,,,,,,70.4,,,,,,,,,,,,,,29762.0,,,,,,,,,20952.0,,,52654.0,,,16101.0,
September 2021,Purba Bardhaman,,,,,,,,,,,,,,,,,,,,2.52,,,,,,,,,,,,,,48.05,,,,,,,,,,,,,,37805.0,,,,,,,,,18164.0,,,47243.0,,,17453.0,
September 2021,Purba Medinipur,,,,,,,,,,,,,,,,,,,,1.81,,,,,,,,,,,,,,64.5,,,,,,,,,,,,,,43328.0,,,,,,,,,27948.0,,,67391.0,,,17795.0,
September 2021,Purulia,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,44.79,,,,,,,,,,,,,,20472.0,,,,,,,,,9169.0,,,30860.0,,,5841.0,
September 2021,South 24 Parganas,,,,,,,,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,86.95,,,,,,,,,,,,,,31893.0,,,,,,,,,27732.0,,,64720.0,,,13248.0,
September 2021,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,90.71,,,,,,,,,,,,,,13928.0,,,,,,,,,12634.0,,,32105.0,,,4002.0,
September 2025,Alipurduar,,,,,,,,,,,,,,,,38.39,799.74,,,,,,2.05,,,,,,,,,,,,,56.22,,,,,,,,,,,,,,,,25454.0,,,,,,14311.0,25020.0,,,8604.0,,
September 2025,Bankura,,,,,,,,,,,,,,,,35.97,1424.07,,,,,,1.92,,,,,,,,,,,,,58.21,,,,,,,,,,,,,,,,58226.0,,,,,,33896.0,62058.0,,,13554.0,,
September 2025,Birbhum,,,,,,,,,,,,,,,,41.93,1702.49,,,,,,3.12,,,,,,,,,,,,,40.33,,,,,,,,,,,,,,,,63945.0,,,,,,25786.0,69343.0,,,20581.0,,
September 2025,Cooch Behar,,,,,,,,,,,,,,,,39.66,2034.57,,,,,,2.15,,,,,,,,,,,,,55.4,,,,,,,,,,,,,,,,53915.0,,,,,,29870.0,57741.0,,,19496.0,,
September 2025,Dakshin Dinajpur,,,,,,,,,,,,,,,,46.67,667.57,,,,,,1.67,,,,,,,,,,,,,83.88,,,,,,,,,,,,,,,,23524.0,,,,,,19732.0,28245.0,,,5775.0,,
September 2025,Darjeeling,,,,,,,,,,,,,,,,72.77,305.54,,,,,,3.09,,,,,,,,,,,,,103.96,,,,,,,,,,,,,,,,5024.0,,,,,,5223.0,8319.0,,,3015.0,,
September 2025,Hooghly,,,,,,,,,,,,,,,,47.74,1519.5,,,,,,2.36,,,,,,,,,,,,,92.62,,,,,,,,,,,,,,,,37582.0,,,,,,34807.0,53888.0,,,19267.0,,
September 2025,Howrah,,,,,,,,,,,,,,,,42.78,1015.48,,,,,,2.46,,,,,,,,,,,,,52.2,,,,,,,,,,,,,,,,38810.0,,,,,,20260.0,39438.0,,,12691.0,,
September 2025,Jalpaiguri,,,,,,,,,,,,,,,,35.98,1046.89,,,,,,1.89,,,,,,,,,,,,,57.09,,,,,,,,,,,,,,,,33523.0,,,,,,19137.0,39400.0,,,10923.0,,
September 2025,Jhargram,,,,,,,,,,,,,,,,38.38,538.79,,,,,,2.09,,,,,,,,,,,,,55.2,,,,,,,,,,,,,,,,21400.0,,,,,,11813.0,20022.0,,,12033.0,,
September 2025,Kalimpong,,,,,,,,,,,,,,,,70.46,140.48,,,,,,3.43,,,,,,,,,,,,,87.27,,,,,,,,,,,,,,,,2443.0,,,,,,2132.0,3562.0,,,1200.0,,
September 2025,Kolkata,,,,,,,,,,,,,,,,0.0,40.59,,,,,,1.6,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,702.0,3646.0,,,,,
September 2025,Malda,,,,,,,,,,,,,,,,39.33,1650.02,,,,,,1.65,,,,,,,,,,,,,71.55,,,,,,,,,,,,,,,,61359.0,,,,,,43900.0,65888.0,,,26421.0,,
September 2025,Murshidabad,,,,,,,,,,,,,,,,33.45,1954.46,,,,,,1.71,,,,,,,,,,,,,64.35,,,,,,,,,,,,,,,,83563.0,,,,,,53775.0,88503.0,,,22733.0,,
September 2025,Nadia,,,,,,,,,,,,,,,,36.54,1655.63,,,,,,1.9,,,,,,,,,,,,,57.66,,,,,,,,,,,,,,,,70285.0,,,,,,40527.0,67504.0,,,10392.0,,
September 2025,North 24 Parganas,,,,,,,,,,,,,,,,47.33,2111.32,,,,,,1.88,,,,,,,,,,,,,75.68,,,,,,,,,,,,,,,,70671.0,,,,,,53486.0,84099.0,,,21177.0,,
September 2025,Paschim Bardhaman,,,,,,,,,,,,,,,,39.18,291.76,,,,,,2.6,,,,,,,,,,,,,45.2,,,,,,,,,,,,,,,,,,,,,,5494.0,12844.0,,,4274.0,,
September 2025,Paschim Medinipur,,,,,,,,,,,,,,,,73.17,2491.96,,,,,,3.08,,,,,,,,,,,,,88.89,,,,,,,,,,,,,,,,51603.0,,,,,,45870.0,69950.0,,,26975.0,,
September 2025,Purba Bardhaman,,,,,,,,,,,,,,,,44.63,1854.84,,,,,,3.01,,,,,,,,,,,,,47.56,,,,,,,,,,,,,,,,63180.0,,,,,,30046.0,69648.0,,,19080.0,,
September 2025,Purba Medinipur,,,,,,,,,,,,,,,,84.09,3457.23,,,,,,3.78,,,,,,,,,,,,,66.79,,,,,,,,,,,,,,,,72818.0,,,,,,48632.0,84048.0,,,22574.0,,
September 2025,Purulia,,,,,,,,,,,,,,,,25.44,787.77,,,,,,1.37,,,,,,,,,,,,,63.3,,,,,,,,,,,,,,,,37509.0,,,,,,23744.0,43206.0,,,7897.0,,
September 2025,South 24 Parganas,,,,,,,,,,,,,,,,53.5,2316.14,,,,,,2.33,,,,,,,,,,,,,86.01,,,,,,,,,,,,,,,,70019.0,,,,,,60223.0,91295.0,,,16205.0,,
September 2025,Uttar Dinajpur,,,,,,,,,,,,,,,,50.82,1222.8,,,,,,1.77,,,,,,,,,,,,,115.69,,,,,,,,,,,,,,,,29377.0,,,,,,33987.0,49362.0,,,13152.0,,
