period,district,amount,amount_in_cr,amount_in_lac,cluster_adopted_by_banks,employed,employed_persons_18000,handloom,handloom_cluster,inactive_ineligible,kvib_cluster,loan_disbursed_in_adopted_msme_cluster_no,loan_disbursed_in_handloom_cluster_no,loan_disbursed_in_kvib_cluster_no,loan_disbursed_in_msme_cluster_no,loan_sanctioned_in_adopted_msme_cluster_no,loan_sanctioned_in_msme_cluster_no,loan_sponsored_in_handloom_cluster_no,loan_sponsored_in_kvib_cluster_no,loan_sponsored_sanct_ioned_in_handloom_cluster_no,loan_sponsored_sanct_ioned_in_kvib_cluster_no,loan_sponsored_sancti_oned_in_handloom_cluster_no,loan_sponsored_sancti_oned_in_kvib_cluster_no,msme_cluster,name_of_clusters_msme,no_of_application_approved_by_banks_no,no_of_application_pending_at_bankers_end,no_of_application_rejected_by_banks,no_of_application_sent_to_banks,no_of_clusters,no_of_clusters_covered,no_of_employed,no_of_stake_holders_identified_for_loan,no_of_unit,no_such_cluster,number_of_clusters,pending,proposal_sponsored_in_msme_cluster_no,proposals_sponsored_g_enerated_in_msme_cluster_no,proposals_sponsored_generated_in_msme_cluster_no,sr_1,total,units,units_no_300,wbkvib
March 2022,North 24 Parganas,,,,15.0,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27.0,0.0,,,,,,,,
March 2022,Paschim Bardhaman,,,,3.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.0,0.0,,,,,,,,
March 2022,Paschim Medinipur,,,,11.0,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,24.0,0.0,,,,,,,,
March 2022,Purba Bardhaman,,,,38.0,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,76.0,0.0,,,,,,,,
March 2022,Purba Medinipur,,,,9.0,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,34.0,0.0,,,,,,,,
March 2022,Purulia,,,,7.0,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,20.0,0.0,,,,,,,,
March 2022,South 24 Parganas,,,,16.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,19.0,0.0,,,,,,,,
March 2022,Uttar Dinajpur,,,,18.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,18.0,0.0,,,,,,,,
March 2023,Alipurduar,,2.16,,,,,,,,,123.0,143.0,148.0,,151.0,,,,,,201.0,178.0,,,,,,,,,,,,,,,,223.0,,,,,,
March 2023,Bankura,,1.25,,,,,,,,,177.0,0.0,155.0,,177.0,,,,,,0.0,155.0,,,,,,,,,,,,,,,,237.0,,,,,,
March 2023,Birbhum,,1.5,,,,,,,,,519.0,303.0,175.0,,519.0,,,,,,303.0,175.0,,,,,,,,,,,,,,,,847.0,,,,,,
March 2023,Cooch Behar,,5.23,,,,,,,,,1567.0,21.0,76.0,,2134.0,,,,,,21.0,101.0,,,,,,,,,,,,,,,,2261.0,,,,,,
March 2023,Dakshin Dinajpur,,0.1,,,,,,,,,24.0,1.0,6.0,,24.0,,,,,,2.0,8.0,,,,,,,,,,,,,,,,46.0,,,,,,
March 2023,Darjeeling,,0.0,,,,,,,,,155.0,0.0,0.0,,157.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,181.0,,,,,,
March 2023,Hooghly,,0.0,,,,,,,,,94.0,132.0,0.0,,94.0,,,,,,132.0,0.0,,,,,,,,,,,,,,,,94.0,,,,,,
March 2023,Howrah,,0.0,,,,,,,,,148.0,0.0,0.0,,148.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,148.0,,,,,,
March 2023,Jalpaiguri,,0.25,,,,,,,,,23.0,0.0,1.0,,23.0,,,,,,0.0,1.0,,,,,,,,,,,,,,,,90.0,,,,,,
March 2023,Jhargram,,0.0,,,,,,,,,14.0,0.0,0.0,,14.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,14.0,,,,,,
March 2023,Kalimpong,,0.0,,,,,,,,,22.0,0.0,0.0,,22.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,47.0,,,,,,
March 2023,Kolkata,,0.0,,,,,,,,,46.0,4.0,0.0,,48.0,,,,,,6.0,0.0,,,,,,,,,,,,,,,,313.0,,,,,,
March 2023,Malda,,0.0,,,,,,,,,35.0,70.0,0.0,,42.0,,,,,,152.0,0.0,,,,,,,,,,,,,,,,106.0,,,,,,
March 2023,Murshidabad,,0.0,,,,,,,,,62.0,356.0,0.0,,63.0,,,,,,403.0,0.0,,,,,,,,,,,,,,,,79.0,,,,,,
March 2023,Nadia,,11.56,,,,,,,,,862.0,525.0,50.0,,870.0,,,,,,770.0,54.0,,,,,,,,,,,,,,,,1502.0,,,,,,
March 2023,North 24 Parganas,,10.1,,,,,,,,,170.0,23.0,51.0,,172.0,,,,,,23.0,56.0,,,,,,,,,,,,,,,,192.0,,,,,,
March 2023,Paschim Bardhaman,,0.0,,,,,,,,,24.0,0.0,0.0,,24.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,24.0,,,,,,
March 2023,Paschim Medinipur,,2.51,,,,,,,,,3578.0,20.0,65.0,,3585.0,,,,,,21.0,66.0,,,,,,,,,,,,,,,,4614.0,,,,,,
March 2023,Purba Bardhaman,,0.0,,,,,,,,,205.0,0.0,0.0,,207.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,254.0,,,,,,
March 2023,Purba Medinipur,,0.0,,,,,,,,,1069.0,21.0,0.0,,1069.0,,,,,,21.0,0.0,,,,,,,,,,,,,,,,1962.0,,,,,,
March 2023,Purulia,,2.96,,,,,,,,,146.0,4.0,153.0,,179.0,,,,,,5.0,167.0,,,,,,,,,,,,,,,,232.0,,,,,,
March 2023,South 24 Parganas,,1.28,,,,,,,,,59.0,0.0,40.0,,65.0,,,,,,0.0,51.0,,,,,,,,,,,,,,,,92.0,,,,,,
March 2023,Uttar Dinajpur,,0.63,,,,,,,,,2198.0,0.0,18.0,,2198.0,,,,,,0.0,18.0,,,,,,,,,,,,,,,,2209.0,,,,,,
March 2024,Alipurduar,,0.0,,,,,,,,,520.0,318.0,0.0,,582.0,,,,379.0,0.0,,,,,,,,,,,,,,,,,,,989.0,,,,,
March 2024,Bankura,,1.63,,,,,,,,,136.0,45.0,70.0,,136.0,,,,45.0,70.0,,,,,,,,,,,,,,,,,,,136.0,,,,,
March 2024,Birbhum,,0.0,,,,,,,,,1633.0,0.0,0.0,,1633.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,1799.0,,,,,
March 2024,Cooch Behar,,22.46,,,,,,,,,2185.0,355.0,225.0,,2362.0,,,,625.0,521.0,,,,,,,,,,,,,,,,,,,2401.0,,,,,
March 2024,Dakshin Dinajpur,,0.28,,,,,,,,,19.0,20.0,15.0,,33.0,,,,32.0,20.0,,,,,,,,,,,,,,,,,,,85.0,,,,,
March 2024,Darjeeling,,0.0,,,,,,,,,60.0,0.0,0.0,,60.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,60.0,,,,,
March 2024,Hooghly,,0.0,,,,,,,,,94.0,135.0,0.0,,94.0,,,,135.0,0.0,,,,,,,,,,,,,,,,,,,94.0,,,,,
March 2024,Howrah,,0.1,,,,,,,,,171.0,13.0,5.0,,171.0,,,,13.0,5.0,,,,,,,,,,,,,,,,,,,171.0,,,,,
March 2024,Jhargram,,0.0,,,,,,,,,14.0,0.0,0.0,,14.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,14.0,,,,,
March 2024,Kalimpong,,0.0,,,,,,,,,14.0,0.0,0.0,,14.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,44.0,,,,,
March 2024,Kolkata,,0.24,,,,,,,,,28.0,0.0,48.0,,28.0,,,,0.0,48.0,,,,,,,,,,,,,,,,,,,75.0,,,,,
March 2024,Malda,,0.04,,,,,,,,,56.0,93.0,9.0,,66.0,,,,182.0,9.0,,,,,,,,,,,,,,,,,,,154.0,,,,,
March 2024,Murshidabad,,0.0,,,,,,,,,110.0,446.0,0.0,,119.0,,,,530.0,0.0,,,,,,,,,,,,,,,,,,,131.0,,,,,
March 2024,Nadia,,15.8,,,,,,,,,1085.0,950.0,72.0,,1125.0,,,,1000.0,85.0,,,,,,,,,,,,,,,,,,,1878.0,,,,,
March 2024,North 24 Parganas,,10.01,,,,,,,,,141.0,0.0,53.0,,158.0,,,,0.0,56.0,,,,,,,,,,,,,,,,,,,220.0,,,,,
March 2024,Paschim Bardhaman,,0.0,,,,,,,,,33.0,0.0,0.0,,33.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,33.0,,,,,
March 2024,Paschim Medinipur,,132.4,,,,,,,,,292.0,44.0,3861.0,,302.0,,,,44.0,3881.0,,,,,,,,,,,,,,,,,,,1758.0,,,,,
March 2024,Purba Bardhaman,,7.77,,,,,,,,,3.0,162.0,227.0,,11.0,,,,162.0,229.0,,,,,,,,,,,,,,,,,,,52.0,,,,,
March 2024,Purba Medinipur,,0.0,,,,,,,,,92.0,977.0,0.0,,92.0,,,,977.0,0.0,,,,,,,,,,,,,,,,,,,110.0,,,,,
March 2024,Purulia,,4.53,,,,,,,,,226.0,7.0,213.0,,254.0,,,,7.0,224.0,,,,,,,,,,,,,,,,,,,296.0,,,,,
March 2024,South 24 Parganas,,0.0,,,,,,,,,70.0,0.0,0.0,,76.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,122.0,,,,,
March 2024,Uttar Dinajpur,,0.0,,,,,,,,,2339.0,58.0,0.0,,2339.0,,,,58.0,0.0,,,,,,,,,,,,,,,,,,,2397.0,,,,,
March 2025,Alipurduar,,0.0,,,,,,,,,688.0,421.0,0.0,,771.0,,,,502.0,0.0,,,,,,,,,,,,,,,,,,,1545.0,,,,,
March 2025,Bankura,,1.63,,,,,,,,,136.0,45.0,70.0,,136.0,,,,45.0,70.0,,,,,,,,,,,,,,,,,,,136.0,,,,,
March 2025,Birbhum,,0.0,,,,,,,,,2095.0,0.0,0.0,,2095.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2753.0,,,,,
March 2025,Cooch Behar,,22.46,,,,,,,,,381.0,355.0,225.0,,416.0,,,,625.0,521.0,,,,,,,,,,,,,,,,,,,516.0,,,,,
March 2025,Dakshin Dinajpur,,0.48,,,,,,,,,42.0,36.0,29.0,,46.0,,,,41.0,38.0,,,,,,,,,,,,,,,,,,,125.0,,,,,
March 2025,Darjeeling,,0.0,,,,,,,,,60.0,0.0,0.0,,60.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,60.0,,,,,
March 2025,Hooghly,,0.0,,,,,,,,,94.0,135.0,0.0,,94.0,,,,135.0,0.0,,,,,,,,,,,,,,,,,,,94.0,,,,,
March 2025,Howrah,,0.19,,,,,,,,,187.0,18.0,9.0,,187.0,,,,18.0,9.0,,,,,,,,,,,,,,,,,,,187.0,,,,,
March 2025,Jhargram,,0.0,,,,,,,,,14.0,0.0,0.0,,14.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,14.0,,,,,
March 2025,Kalimpong,,0.0,,,,,,,,,14.0,0.0,0.0,,14.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,44.0,,,,,
March 2025,Kolkata,,0.32,,,,,,,,,30.0,0.0,56.0,,30.0,,,,0.0,56.0,,,,,,,,,,,,,,,,,,,86.0,,,,,
March 2025,Malda,,0.1,,,,,,,,,62.0,105.0,8.0,,71.0,,,,172.0,10.0,,,,,,,,,,,,,,,,,,,145.0,,,,,
March 2025,Murshidabad,,0.0,,,,,,,,,448.0,623.0,0.0,,448.0,,,,623.0,0.0,,,,,,,,,,,,,,,,,,,448.0,,,,,
March 2025,Nadia,,20.85,,,,,,,,,1390.0,1000.0,99.0,,1431.0,,,,1050.0,105.0,,,,,,,,,,,,,,,,,,,2420.0,,,,,
March 2025,North 24 Parganas,,10.04,,,,,,,,,143.0,0.0,54.0,,160.0,,,,0.0,57.0,,,,,,,,,,,,,,,,,,,226.0,,,,,
March 2025,Paschim Bardhaman,,0.0,,,,,,,,,45.0,0.0,0.0,,45.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,45.0,,,,,
March 2025,Paschim Medinipur,,155.01,,,,,,,,,309.0,44.0,3923.0,,315.0,,,,44.0,3932.0,,,,,,,,,,,,,,,,,,,1950.0,,,,,
March 2025,Purba Bardhaman,,2.77,,,,,,,,,45.0,548.0,158.0,,45.0,,,,548.0,158.0,,,,,,,,,,,,,,,,,,,87.0,,,,,
March 2025,Purba Medinipur,,0.0,,,,,,,,,133.0,1013.0,0.0,,144.0,,,,1086.0,0.0,,,,,,,,,,,,,,,,,,,144.0,,,,,
March 2025,Purulia,,4.59,,,,,,,,,231.0,9.0,220.0,,259.0,,,,9.0,234.0,,,,,,,,,,,,,,,,,,,302.0,,,,,
March 2025,South 24 Parganas,,0.0,,,,,,,,,70.0,0.0,0.0,,76.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,122.0,,,,,
March 2025,Uttar Dinajpur,,0.0,,,,,,,,,2385.0,61.0,0.0,,2401.0,,,,61.0,0.0,,,,,,,,,,,,,,,,,,,2462.0,,,,,
September 2018,Alipurduar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3471.0,,395.0,,,,,,,,,,,
September 2018,Bankura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,9256.0,,2158.0,,,,,,,,,,,
September 2018,Birbhum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,3940.0,,892.0,,,,,,,,,,,
September 2018,Cooch Behar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,1468.0,,515.0,,,,,,,,,,,
September 2018,Dakshin Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1010.0,,250.0,,,,,,,,,,,
September 2018,Darjeeling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,8459.0,,965.0,,,,,,,,,,,
September 2018,Hooghly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,21780.0,,2094.0,,,,,,,,,,,
September 2018,Howrah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,146100.0,,10869.0,,,,,,,,,,,
September 2018,Jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2170.0,,210.0,,,,,,,,,,,
September 2018,Jhargram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,280.0,,95.0,,,,,,,,,,,
September 2018,Kalimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,7835.0,,224.0,,,,,,,,,,,
September 2018,Kolkata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,17554.0,,1590.0,,,,,,,,,,,
September 2018,Malda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,11741.0,,1838.0,,,,,,,,,,,
September 2018,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,15661.0,,4405.0,,,,,,,,,,,
September 2018,Nadia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,8545.0,,2148.0,,,,,,,,,,,
September 2018,North 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,37004.0,,2797.0,,,,,,,,,,,
September 2018,Paschim Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,11158.0,,268.0,,,,,,,,,,,
September 2018,Purba Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,20040.0,,1585.0,,,,,,,,,,,
September 2018,Purulia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,6072.0,,689.0,,,,,,,,,,,
September 2018,South 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,101656.0,,23412.0,,,,,,,,,,,
September 2018,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,9822.0,,2327.0,,,,,,,,,,,
September 2019,Alipurduar,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,0.0
September 2019,Bankura,,,,,,,3.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,9.0,,,3.0
September 2019,Birbhum,,,,,,,2.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,7.0,,,2.0
September 2019,Cooch Behar,,,,,,,2.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,3.0,,,1.0
September 2019,Dakshin Dinajpur,,,,,,,3.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,6.0,,,1.0
September 2019,Darjeeling,,,,,,,0.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.0,,,0.0
September 2019,Hooghly,,,,,,,3.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,5.0,,,0.0
September 2019,Howrah,,,,,,,1.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,7.0,,,2.0
September 2019,Jalpaiguri,,,,,,,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,1.0
September 2019,Kalimpong,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1.0,,,1.0
September 2019,Malda,,,,,,,1.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,7.0,,,1.0
September 2019,Murshidabad,,,,,,,2.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,7.0,,,0.0
September 2019,Nadia,,,,,,,16.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,22.0,,,1.0
September 2019,North 24 Parganas,,,,,,,0.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,3.0,,,1.0
September 2019,Paschim Bardhaman,,,,,,,0.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,0.0
September 2019,Paschim Medinipur,,,,,,,1.0,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,11.0,,,1.0
September 2019,Purba Bardhaman,,,,,,,9.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,13.0,,,3.0
September 2019,Purba Medinipur,,,,,,,4.0,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,16.0,,,1.0
September 2019,Purulia,,,,,,,1.0,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,9.0,,,1.0
September 2019,South 24 Parganas,,,,,,,0.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,,,0.0
September 2019,Uttar Dinajpur,,,,,,,1.0,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,11.0,,,0.0
September 2020,Alipurduar,0.0,,,,,,,,,,,44.0,0.0,0.0,,0.0,44.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
September 2020,Bankura,0.07,,,,,,,,,,,0.0,15.0,12.0,,68.0,0.0,110.0,,,,,,,,,,,,,,,,,,,121.0,,,,,,,
September 2020,Birbhum,0.19,,,,,,,,,,,49.0,27.0,39.0,,39.0,231.0,89.0,,,,,,,,,,,,,,,,,,,160.0,,,,,,,
September 2020,Cooch Behar,0.0,,,,,,,,,,,0.0,0.0,6.0,,6.0,89.0,0.0,,,,,,,,,,,,,,,,,,,105.0,,,,,,,
September 2020,Dakshin Dinajpur,0.05,,,,,,,,,,,0.0,2.0,7.0,,7.0,0.0,2.0,,,,,,,,,,,,,,,,,,,27.0,,,,,,,
September 2020,Darjeeling,0.0,,,,,,,,,,,0.0,0.0,2.0,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,
September 2020,Hooghly,0.0,,,,,,,,,,,1.0,0.0,0.0,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,7.0,,,,,,,
September 2020,Howrah,0.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
September 2020,Jalpaiguri,0.09,,,,,,,,,,,0.0,18.0,1091.0,,2162.0,0.0,110.0,,,,,,,,,,,,,,,,,,,2162.0,,,,,,,
September 2020,Jhargram,0.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
September 2020,Kalimpong,0.0,,,,,,,,,,,0.0,0.0,4.0,,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,39.0,,,,,,,
September 2020,Kolkata,0.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
September 2020,Malda,0.0,,,,,,,,,,,0.0,0.0,8.0,,34.0,0.0,0.0,,,,,,,,,,,,,,,,,,,58.0,,,,,,,
September 2020,Murshidabad,0.0,,,,,,,,,,,197.0,0.0,0.0,,0.0,197.0,0.0,,,,,,,,,,,,,,,,,,,24.0,,,,,,,
September 2020,Nadia,0.38,,,,,,,,,,,85.0,7.0,0.0,,0.0,982.0,30.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
September 2020,North 24 Parganas,0.0,,,,,,,,,,,0.0,0.0,42.0,,60.0,5.0,0.0,,,,,,,,,,,,,,,,,,,86.0,,,,,,,
September 2020,Paschim Bardhaman,0.0,,,,,,,,,,,0.0,0.0,2.0,,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,
September 2020,Paschim Medinipur,0.2,,,,,,,,,,,0.0,9.0,5.0,,5.0,0.0,41.0,,,,,,,,,,,,,,,,,,,38.0,,,,,,,
September 2020,Purba Bardhaman,0.0,,,,,,,,,,,0.0,0.0,15.0,,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,,26.0,,,,,,,
September 2020,Purba Medinipur,0.0,,,,,,,,,,,0.0,0.0,69.0,,69.0,0.0,0.0,,,,,,,,,,,,,,,,,,,69.0,,,,,,,
September 2020,Purulia,0.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,27.0,,,,,,,
September 2020,South 24 Parganas,0.04,,,,,,,,,,,0.0,2.0,2.0,,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,22.0,,,,,,,
September 2020,Uttar Dinajpur,0.12,,,,,,,,,,,0.0,1.0,33.0,,33.0,0.0,1.0,,,,,,,,,,,,,,,,,,,47.0,,,,,,,
September 2021,Alipurduar,,0.56,,,,,,,,,0.0,49.0,21.0,,0.0,,,,78.0,21.0,,,,,,,,,,,,,,,,,,,44.0,,,,,
September 2021,Bankura,,0.15,,,,,,,,,18.0,0.0,18.0,,68.0,,,,0.0,110.0,,,,,,,,,,,,,,,,,,,180.0,,,,,
September 2021,Birbhum,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,
September 2021,Cooch Behar,,0.52,,,,,,,,,1010.0,7.0,6.0,,1055.0,,,,7.0,6.0,,,,,,,,,,,,,,,,,,,1100.0,,,,,
September 2021,Dakshin Dinajpur,,0.06,,,,,,,,,10.0,0.0,3.0,,10.0,,,,0.0,3.0,,,,,,,,,,,,,,,,,,,29.0,,,,,
September 2021,Darjeeling,,0.42,,,,,,,,,2067.0,0.0,12.0,,2067.0,,,,0.0,12.0,,,,,,,,,,,,,,,,,,,153.0,,,,,
September 2021,Hooghly,,0.0,,,,,,,,,0.0,1.0,0.0,,0.0,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,7.0,,,,,
September 2021,Howrah,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,
September 2021,Jalpaiguri,,0.54,,,,,,,,,2809.0,132.0,40.0,,3196.0,,,,0.0,132.0,,,,,,,,,,,,,,,,,,,3196.0,,,,,
September 2021,Jhargram,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,
September 2021,Kalimpong,,0.0,,,,,,,,,14.0,0.0,0.0,,14.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,39.0,,,,,
September 2021,Kolkata,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,
September 2021,Malda,,0.0,,,,,,,,,56.0,56.0,0.0,,56.0,,,,56.0,0.0,,,,,,,,,,,,,,,,,,,74.0,,,,,
September 2021,Murshidabad,,0.0,,,,,,,,,0.0,197.0,0.0,,0.0,,,,207.0,0.0,,,,,,,,,,,,,,,,,,,29.0,,,,,
September 2021,Nadia,,4.84,,,,,,,,,12.0,45.0,22.0,,12.0,,,,310.0,35.0,,,,,,,,,,,,,,,,,,,247.0,,,,,
September 2021,North 24 Parganas,,0.0,,,,,,,,,12.0,0.0,0.0,,16.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,26.0,,,,,
September 2021,Paschim Bardhaman,,0.0,,,,,,,,,6.0,0.0,0.0,,6.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,7.0,,,,,
September 2021,Paschim Medinipur,,0.32,,,,,,,,,2706.0,7.0,10.0,,2706.0,,,,9.0,41.0,,,,,,,,,,,,,,,,,,,3251.0,,,,,
September 2021,Purba Bardhaman,,0.0,,,,,,,,,26.0,0.0,0.0,,26.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,29.0,,,,,
September 2021,Purba Medinipur,,0.0,,,,,,,,,1069.0,21.0,0.0,,1069.0,,,,21.0,0.0,,,,,,,,,,,,,,,,,,,1962.0,,,,,
September 2021,Purulia,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,27.0,,,,,
September 2021,South 24 Parganas,,0.1,,,,,,,,,9.0,0.0,6.0,,11.0,,,,0.0,8.0,,,,,,,,,,,,,,,,,,,22.0,,,,,
September 2021,Uttar Dinajpur,,0.0,,,,,,,,,1537.0,0.0,0.0,,1548.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,1962.0,,,,,
September 2022,Alipurduar,,1.27,,,,,,,,,75.0,75.0,89.0,,98.0,,,,,,129.0,149.0,,,,,,,,,,,,,,,,,159.0,,,,,
September 2022,Bankura,,0.75,,,,,,,,,177.0,0.0,57.0,,177.0,,,,,,0.0,155.0,,,,,,,,,,,,,,,,,237.0,,,,,
September 2022,Birbhum,,1.25,,,,,,,,,289.0,91.0,125.0,,310.0,,,,,,91.0,175.0,,,,,,,,,,,,,,,,,580.0,,,,,
September 2022,Cooch Behar,,1.06,,,,,,,,,1462.0,2.0,36.0,,1847.0,,,,,,6.0,47.0,,,,,,,,,,,,,,,,,1863.0,,,,,
September 2022,Dakshin Dinajpur,,0.06,,,,,,,,,17.0,0.0,3.0,,17.0,,,,,,0.0,4.0,,,,,,,,,,,,,,,,,34.0,,,,,
September 2022,Darjeeling,,0.42,,,,,,,,,2092.0,0.0,12.0,,2092.0,,,,,,0.0,12.0,,,,,,,,,,,,,,,,,2092.0,,,,,
September 2022,Hooghly,,0.0,,,,,,,,,9.0,98.0,0.0,,9.0,,,,,,98.0,0.0,,,,,,,,,,,,,,,,,9.0,,,,,
September 2022,Howrah,,0.0,,,,,,,,,94.0,0.0,0.0,,94.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,94.0,,,,,
September 2022,Jalpaiguri,,0.0,,,,,,,,,23.0,0.0,0.0,,23.0,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,90.0,,,,,
September 2022,Jhargram,,0.0,,,,,,,,,14.0,0.0,0.0,,14.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,14.0,,,,,
