period,district,a03m_1t_8_rs_in_lac,achievement_as_on_30_06_2018_no,achievement_as_on_june_2016_no,achievement_as_on_june_2017_no,achievement_as_on_march_2016_no,achievement_as_on_march_2017_no,achievement_as_on_no_31,achievement_as_on_sept_2016_no,achievement_as_on_september_2017_no,achievement_no,achievement_no_wise,amount,amount_crore,amount_wise,amt,amt_crore,amt_in_lac,amt_in_lakh,amt_rs_in_lac,applications_disbursed_no,applications_pending_till_date_no,applications_sanctioned_no,applications_submitted_no,average_rs_lac,block_affected,disbursed_no,disbursed_nos,forwarded_to_bank_no,khadi_village_industries_no,loan_amount_rs_crore,loanee,medium_enterprise_mfg_ser_upto_rs_10_cr_no,micro_enterprise_mfg_ser_upto_rs_0_25_cr_no,mm_claimed_no,mm_disbursed_no,mouza_affected,no_of_applicantion_uploaded_62298,no_of_farmers_members_of_fpo,no_of_fpc,no_of_fpos,non_loanee,nos,number_of_claims_settled_for_claim_amounts_less_than_rs_1_00_000,number_of_claims_settled_for_claim_amounts_of_rs_1_00_000_or_more,of_achievement_mm_disbursed_no,of_achievement_no,others_sector_activities_not_classified_elsewhere_no,pending_no,pending_shg_no,project_cost_rs_crore,rejected_no,returned_no,s_no_1,sanctioned_no,sanctioned_nos,settled_amount_for_claim_amounts_less_than_rs_1_00_000,settled_amount_for_claim_amounts_of_rs_1_00_000_or_more,small_enterprise_mfg_ser_upto_rs_5_cr_no,sn,sponsored_in_fy_2023_24_no,sum_of_cummul_ative_not_a_member_of_pacs,sum_of_cummul_ative_wrong_incomple_te_informati_on_furnishe_d,sum_of_cummula_tive_already_availed_loan_for_same_purpose_from_other_banks,sum_of_cummula_tive_already_having_kcc_with_some_other_bank,sum_of_cummula_tive_any_other_reason,sum_of_cummula_tive_applicant_in_default_npa,sum_of_cummula_tive_applicati_on_for_purpose_of_cattle,sum_of_cummula_tive_milch_animal_in_possesio_n_no_space_available_for_cattle_shed,sum_of_cummula_tive_no_of_applicati_ons_accepted,sum_of_cummula_tive_no_of_applicati_ons_received,sum_of_cummula_tive_no_of_applicati_ons_sanction_ed,sum_of_cummula_tive_tpa_not_furnished_collection_account_is_in_other_bank,sum_of_cummulat_ive_members_of_the_family_applying_for_kcc_against_same_milch_animal,sum_of_cummulativ_e_appplicant_i_not_tracable_ii_unwilling_to_avail_iii_unaware_about_the_submission_of_application,sum_of_cummulativ_e_second_application_submitted_for_same_other_reasons,sum_of_pendency_more_than_15_days,target_2021_22_no,target_for_2015_16_no,target_for_2016_17_no,target_for_2017_18_no,target_for_2018_19_no,target_for_2023_24_no,target_no,target_no_fy_2024_25,target_nos,total,total_appl_submit_no,total_msme_no,total_no
June 2024,Purba Bardhaman,,,,,,,,,,,,,13.65,,,,,,,,,,,,,387.0,,,,,,,,,,,,,,,,,,,,,,125.0,,,677.0,,,352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7069.0,,,,,
June 2024,Purba Medinipur,,,,,,,,,,,,,13.64,,,,,,,,,,,,,483.0,,,,,,,,,,,,,,,,,,,,,,65.0,,,217.0,,,835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,,,,,
June 2024,Purulia,,,,,,,,,,,,,7.32,,,,,,,,,,,,,165.0,,,,,,,,,,,,,,,,,,,,,,103.0,,,64.0,,,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6691.0,,,,,
June 2024,Uttar Dinajpur,,,,,,,,,,,,,1.66,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,58.0,,,73.0,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4329.0,,,,,
June 2025,Alipurduar,,,,,,,,,,,,,,,,1.16,,,,,,,,,,,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,,,,
June 2025,Bankura,,,,,,,,,,,,,,,,2.87,,,,,,,,,,,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,5688.0,,,,
June 2025,Birbhum,,,,,,,,,,,,,,,,20.54,,,,,,,,,,,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,6144.0,,,,
June 2025,Cooch Behar,,,,,,,,,,,,,,,,1.04,,,,,,,,,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,4248.0,,,,
June 2025,Darjeeling,,,,,,,,,,,,,,,,3.44,,,,,,,,,,,253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,2280.0,,,,
June 2025,Hooghly,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,7536.0,,,,
June 2025,Howrah,,,,,,,,,,,,,,,,3.34,,,,,,,,,,,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.0,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,4944.0,,,,
June 2025,Jalpaiguri,,,,,,,,,,,,,,,,2.39,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,2952.0,,,,
June 2025,Jhargram,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,2280.0,,,,
June 2025,Kalimpong,,,,,,,,,,,,,,,,1.15,,,,,,,,,,,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,792.0,,,,
June 2025,Kolkata,,,,,,,,,,,,,,,,2.21,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
June 2025,Malda,,,,,,,,,,,,,,,,2.31,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,4824.0,,,,
June 2025,Murshidabad,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,8040.0,,,,
June 2025,Nadia,,,,,,,,,,,,,,,,2.88,,,,,,,,,,,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,6408.0,,,,
June 2025,North 24 Parganas,,,,,,,,,,,,,,,,2.98,,,,,,,,,,,189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,7008.0,,,,
June 2025,Paschim Bardhaman,,,,,,,,,,,,,,,,1.11,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,2856.0,,,,
June 2025,Paschim Medinipur,,,,,,,,,,,,,,,,12.51,,,,,,,,,,,438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,7248.0,,,,
June 2025,Purba Bardhaman,,,,,,,,,,,,,,,,6.55,,,,,,,,,,,356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,7608.0,,,,
June 2025,Purba Medinipur,,,,,,,,,,,,,,,,23.56,,,,,,,,,,,744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,8352.0,,,,
June 2025,Purulia,,,,,,,,,,,,,,,,4.51,,,,,,,,,,,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,3600.0,,,,
June 2025,South 24 Parganas,,,,,,,,,,,,,,,,5.43,,,,,,,,,,,169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,9384.0,,,,
June 2025,Uttar Dinajpur,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,2712.0,,,,
March 2016,Alipurduar,,,,,3142.0,,,,,153.0,,,,,155.0,,,,3493.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2052.0,,,,,,,,,,,
March 2016,Bankura,,,,,13745.0,,,,,130.0,,,,,108.0,,,,12529.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10545.0,,,,,,,,,,,
March 2016,Birbhum,,,,,11303.0,,,,,89.0,,,,,129.0,,,,17933.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12667.0,,,,,,,,,,,
March 2016,Cooch Behar,,,,,11886.0,,,,,106.0,,,,,87.0,,,,10674.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11179.0,,,,,,,,,,,
March 2016,Dakshin Dinajpur,,,,,5062.0,,,,,101.0,,,,,96.0,,,,5248.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4990.0,,,,,,,,,,,
March 2016,Darjeeling,,,,,1484.0,,,,,65.0,,,,,71.0,,,,1769.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2278.0,,,,,,,,,,,
March 2016,Hooghly,,,,,16002.0,,,,,126.0,,,,,124.0,,,,13171.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12707.0,,,,,,,,,,,
March 2016,Howrah,,,,,6804.0,,,,,116.0,,,,,129.0,,,,8328.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5862.0,,,,,,,,,,,
March 2016,Jalpaiguri,,,,,4470.0,,,,,93.0,,,,,95.0,,,,5014.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800.0,,,,,,,,,,,
March 2016,Malda,,,,,10998.0,,,,,178.0,,,,,141.0,,,,9636.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6196.0,,,,,,,,,,,
March 2016,Murshidabad,,,,,22358.0,,,,,194.0,,,,,177.0,,,,22355.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11500.0,,,,,,,,,,,
March 2016,Nadia,,,,,14151.0,,,,,106.0,,,,,72.0,,,,10604.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13300.0,,,,,,,,,,,
March 2016,North 24 Parganas,,,,,8822.0,,,,,55.0,,,,,57.0,,,,9951.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16000.0,,,,,,,,,,,
March 2016,Paschim Medinipur,,,,,8544.0,,,,,71.0,,,,,62.0,,,,8193.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12039.0,,,,,,,,,,,
March 2016,Purba Bardhaman,,,,,8324.0,,,,,85.0,,,,,131.0,,,,14227.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9846.0,,,,,,,,,,,
March 2016,Purba Medinipur,,,,,21414.0,,,,,134.0,,,,,146.0,,,,25627.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15999.0,,,,,,,,,,,
March 2016,Purulia,,,,,6939.0,,,,,105.0,,,,,88.0,,,,6402.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6619.0,,,,,,,,,,,
March 2016,South 24 Parganas,,,,,14756.0,,,,,120.0,,,,,89.0,,,,12102.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12293.0,,,,,,,,,,,
March 2016,Uttar Dinajpur,,,,,8567.0,,,,,157.0,,,,,147.0,,,,8806.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5443.0,,,,,,,,,,,
March 2017,Alipurduar,,,,,,861.0,,,,,,,,,45.63,,1385.61,,,,,,,1.61,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2174.0,,,,,,,,,,
March 2017,Bankura,,,,,,10530.0,,,,,,,,,57.62,,13219.37,,,,,,,1.26,,,,,,,,,,,,,,,,,,,,,,58.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17910.0,,,,,,,,,,
March 2017,Birbhum,,,,,,17141.0,,,,,,,,,89.03,,35840.65,,,,,,,2.09,,,,,,,,,,,,,,,,,,,,,,62.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27397.0,,,,,,,,,,
March 2017,Cooch Behar,,,,,,10014.0,,,,,,,,,69.83,,10934.15,,,,,,,1.09,,,,,,,,,,,,,,,,,,,,,,79.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12526.0,,,,,,,,,,
March 2017,Dakshin Dinajpur,,,,,,3167.0,,,,,,,,,49.68,,3748.31,,,,,,,1.18,,,,,,,,,,,,,,,,,,,,,,52.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6035.0,,,,,,,,,,
March 2017,Darjeeling,,,,,,1544.0,,,,,,,,,107.78,,2376.54,,,,,,,1.54,,,,,,,,,,,,,,,,,,,,,,87.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1764.0,,,,,,,,,,
March 2017,Hooghly,,,,,,13226.0,,,,,,,,,82.7,,22614.14,,,,,,,1.71,,,,,,,,,,,,,,,,,,,,,,64.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20528.0,,,,,,,,,,
March 2017,Howrah,,,,,,12433.0,,,,,,,,,141.92,,27181.03,,,,,,,2.19,,,,,,,,,,,,,,,,,,,,,,86.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14418.0,,,,,,,,,,
March 2017,Jalpaiguri,,,,,,8173.0,,,,,,,,,132.21,,10316.35,,,,,,,1.26,,,,,,,,,,,,,,,,,,,,,,135.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6045.0,,,,,,,,,,
March 2017,Malda,,,,,,10750.0,,,,,,,,,112.82,,12375.77,,,,,,,1.15,,,,,,,,,,,,,,,,,,,,,,123.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8701.0,,,,,,,,,,
March 2017,Murshidabad,,,,,,10741.0,,,,,,,,,80.55,,13701.53,,,,,,,1.28,,,,,,,,,,,,,,,,,,,,,,78.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13608.0,,,,,,,,,,
March 2017,Nadia,,,,,,28841.0,,,,,,,,,144.69,,29570.53,,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,,176.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16334.0,,,,,,,,,,
March 2017,North 24 Parganas,,,,,,10920.0,,,,,,,,,81.42,,15237.61,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,86.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12626.0,,,,,,,,,,
March 2017,Paschim Medinipur,,,,,,12073.0,,,,,,,,,93.09,,16277.42,,,,,,,1.35,,,,,,,,,,,,,,,,,,,,,,86.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13988.0,,,,,,,,,,
March 2017,Purba Bardhaman,,,,,,20573.0,,,,,,,,,190.55,,46987.35,,,,,,,2.28,,,,,,,,,,,,,,,,,,,,,,109.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18829.0,,,,,,,,,,
March 2017,Purba Medinipur,,,,,,22781.0,,,,,,,,,119.97,,33376.9,,,,,,,1.47,,,,,,,,,,,,,,,,,,,,,,111.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20410.0,,,,,,,,,,
March 2017,Purulia,,,,,,6577.0,,,,,,,,,48.75,,7515.99,,,,,,,1.14,,,,,,,,,,,,,,,,,,,,,,47.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13768.0,,,,,,,,,,
March 2017,South 24 Parganas,,,,,,15243.0,,,,,,,,,121.54,,19732.46,,,,,,,1.29,,,,,,,,,,,,,,,,,,,,,,110.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13787.0,,,,,,,,,,
March 2017,Uttar Dinajpur,,,,,,7691.0,,,,,,,,,101.37,,8534.98,,,,,,,1.11,,,,,,,,,,,,,,,,,,,,,,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6630.0,,,,,,,,,,
March 2018,Alipurduar,17648.66,,,,,,10277.0,,,,,,,,112.71,,,,15658.47,,,,,1.72,,,,,,,,,,,,,,,,,,,,,,112.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9157.0,,,,,,,,,
March 2018,Bankura,46814.52,,,,,,24866.0,,,,,,,,102.4,,,,45718.56,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,117.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21166.0,,,,,,,,,
March 2018,Birbhum,61041.01,,,,,,28114.0,,,,,,,,111.55,,,,54718.58,,,,,2.17,,,,,,,,,,,,,,,,,,,,,,122.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22991.0,,,,,,,,,
March 2018,Cooch Behar,44585.42,,,,,,25429.0,,,,,,,,100.99,,,,44147.56,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,102.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24802.0,,,,,,,,,
March 2018,Dakshin Dinajpur,17550.55,,,,,,9362.0,,,,,,,,75.38,,,,23282.56,,,,,1.87,,,,,,,,,,,,,,,,,,,,,,90.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10394.0,,,,,,,,,
March 2018,Darjeeling,3107.88,,,,,,1281.0,,,,,,,,120.18,,,,2586.03,,,,,2.43,,,,,,,,,,,,,,,,,,,,,,85.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501.0,,,,,,,,,
March 2018,Hooghly,46626.91,,,,,,25900.0,,,,,,,,127.98,,,,36433.68,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,125.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20584.0,,,,,,,,,
March 2018,Howrah,38854.0,,,,,,16371.0,,,,,,,,112.18,,,,34635.65,,,,,2.37,,,,,,,,,,,,,,,,,,,,,,115.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14137.0,,,,,,,,,
March 2018,Jalpaiguri,32247.15,,,,,,17925.0,,,,,,,,108.3,,,,29774.9,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,114.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15671.0,,,,,,,,,
March 2018,Jhargram,13789.04,,,,,,7776.0,,,,,,,,97.4,,,,14156.57,,,,,1.77,,,,,,,,,,,,,,,,,,,,,,105.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7364.0,,,,,,,,,
March 2018,Kalimpong,1540.47,,,,,,645.0,,,,,,,,98.01,,,,1571.82,,,,,2.39,,,,,,,,,,,,,,,,,,,,,,71.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898.0,,,,,,,,,
March 2018,Malda,50590.65,,,,,,27461.0,,,,,,,,106.15,,,,47658.1,,,,,1.84,,,,,,,,,,,,,,,,,,,,,,118.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23135.0,,,,,,,,,
March 2018,Murshidabad,63660.6,,,,,,32098.0,,,,,,,,101.01,,,,63024.0,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,101.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31512.0,,,,,,,,,
March 2018,Nadia,40186.93,,,,,,41114.0,,,,,,,,100.22,,,,40099.5,,,,,0.98,,,,,,,,,,,,,,,,,,,,,,175.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23450.0,,,,,,,,,
March 2018,North 24 Parganas,40032.37,,,,,,21757.0,,,,,,,,85.14,,,,47020.4,,,,,1.84,,,,,,,,,,,,,,,,,,,,,,90.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23990.0,,,,,,,,,
March 2018,Paschim Bardhaman,8062.41,,,,,,3963.0,,,,,,,,84.21,,,,9574.0,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,95.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4157.0,,,,,,,,,
March 2018,Paschim Medinipur,48180.67,,,,,,27108.0,,,,,,,,111.12,,,,43358.95,,,,,1.78,,,,,,,,,,,,,,,,,,,,,,119.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22592.0,,,,,,,,,
March 2018,Purba Bardhaman,56458.17,,,,,,26663.0,,,,,,,,100.1,,,,56400.08,,,,,2.12,,,,,,,,,,,,,,,,,,,,,,107.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24779.0,,,,,,,,,
March 2018,Purba Medinipur,77878.8,,,,,,36952.0,,,,,,,,101.54,,,,76696.4,,,,,2.11,,,,,,,,,,,,,,,,,,,,,,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34862.0,,,,,,,,,
March 2018,Purulia,24607.63,,,,,,12550.0,,,,,,,,81.34,,,,30252.79,,,,,1.96,,,,,,,,,,,,,,,,,,,,,,74.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16901.0,,,,,,,,,
March 2018,South 24 Parganas,47017.17,,,,,,27973.0,,,,,,,,106.76,,,,44040.5,,,,,1.68,,,,,,,,,,,,,,,,,,,,,,111.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25166.0,,,,,,,,,
March 2018,Uttar Dinajpur,24894.39,,,,,,13766.0,,,,,,,,83.27,,,,29895.77,,,,,1.81,,,,,,,,,,,,,,,,,,,,,,83.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16517.0,,,,,,,,,
March 2019,Alipurduar,,,,,,,,,,,,37000.0,,,,,,,,,,,,,,,,,240.0,,,48.0,1560.0,,,,,,,,,,,,,,300.0,,,,,,,,,,,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3048.0,
March 2019,Bankura,,,,,,,,,,,,234317.0,,,,,,,,,,,,,,,,,0.0,,,173.0,25210.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,1084.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26467.0,
March 2019,Birbhum,,,,,,,,,,,,345913.81,,,,,,,,,,,,,,,,,5700.0,,,12000.0,7472.0,,,,,,,,,,,,,,9800.0,,,,,,,,,,,59200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94172.0,
March 2019,Cooch Behar,,,,,,,,,,,,140000.0,,,,,,,,,,,,,,,,,0.0,,,21.0,4755.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,11870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16646.0,
March 2019,Dakshin Dinajpur,,,,,,,,,,,,208060.0,,,,,,,,,,,,,,,,,7900.0,,,121.0,22057.0,,,,,,,,,,,,,,1994.0,,,,,,,,,,,1723.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33795.0,
March 2019,Darjeeling,,,,,,,,,,,,93310.0,,,,,,,,,,,,,,,,,260.0,,,227.0,1245.0,,,,,,,,,,,,,,140.0,,,,,,,,,,,676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2548.0,
March 2019,Hooghly,,,,,,,,,,,,320449.5,,,,,,,,,,,,,,,,,2628.0,,,0.0,4365.0,,,,,,,,,,,,,,876.0,,,,,,,,,,,877.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8746.0,
March 2019,Howrah,,,,,,,,,,,,732060.0,,,,,,,,,,,,,,,,,18578.0,,,338.0,337.0,,,,,,,,,,,,,,12982.0,,,,,,,,,,,381.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32615.0,
March 2019,Jalpaiguri,,,,,,,,,,,,53763.0,,,,,,,,,,,,,,,,,2315.0,,,0.0,14557.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16872.0,
March 2019,Jhargram,,,,,,,,,,,,47275.0,,,,,,,,,,,,,,,,,29.0,,,39.0,2498.0,,,,,,,,,,,,,,8728.0,,,,,,,,,,,247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11541.0,
March 2019,Kalimpong,,,,,,,,,,,,17452.0,,,,,,,,,,,,,,,,,74.0,,,83.0,870.0,,,,,,,,,,,,,,95.0,,,,,,,,,,,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1352.0,
March 2019,Kolkata,,,,,,,,,,,,1000000.0,,,,,,,,,,,,,,,,,91.0,,,268.0,613.0,,,,,,,,,,,,,,89.0,,,,,,,,,,,352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1413.0,
March 2019,Malda,,,,,,,,,,,,159180.0,,,,,,,,,,,,,,,,,12821.0,,,58.0,809.0,,,,,,,,,,,,,,1792.0,,,,,,,,,,,484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15964.0,
March 2019,Murshidabad,,,,,,,,,,,,388175.0,,,,,,,,,,,,,,,,,0.0,,,910.0,2600.0,,,,,,,,,,,,,,260.0,,,,,,,,,,,1612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5382.0,
March 2019,Nadia,,,,,,,,,,,,110947.95,,,,,,,,,,,,,,,,,0.0,,,0.0,44870.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44870.0,
March 2019,North 24 Parganas,,,,,,,,,,,,627646.0,,,,,,,,,,,,,,,,,6226.0,,,109.0,176280.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,13995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196610.0,
March 2019,Paschim Medinipur,,,,,,,,,,,,201725.75,,,,,,,,,,,,,,,,,0.0,,,0.0,51695.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51695.0,
