district,period,aadhaar_authentication__no_of_aadhaar_seeded_casa,aadhaar_authentication__no_of_authenticated_casa,aadhaar_authentication__no_of_operative_casa,credit_deposit_ratio__overall_cd_ratio,credit_deposit_ratio__total_advance,credit_deposit_ratio__total_deposit,kcc__ah_applications_accepted,kcc__ah_applications_received,kcc__ah_applications_sanctioned,kcc__kcc_insured,kcc__kcc_pending,kcc__total_no_of_kcc,pmjdy__female_no,pmjdy__male_no,pmjdy__no_of_aadhaar_seeded,pmjdy__no_of_rupay_card_issued,pmjdy__rural_no,pmjdy__target_no,pmjdy__total_pmjdy_no,pmjdy__urban_no,sc_st_finance__sc_applications_no,sc_st_finance__sc_disbursement_no,sc_st_finance__sc_sponsored_no,shg__credit_linked_amt,shg__credit_linked_no,shg__savings_linked_amt,shg__savings_linked_no
Jind,December 2022,,,,87.97,823057.119,935629.191,7276.0,7276.0,7062.0,,,,225896.0,181488.0,356186.0,325849.0,133960.0,,407642.0,235646.0,,275.0,996.0,,,,
Kaithal,December 2022,,,,105.09,816134.2434,776577.4122,7465.0,7465.0,6782.0,,,,251570.0,202604.0,388119.0,353210.0,122207.0,,454223.0,301338.0,,135.0,658.0,,,,
Karnal,December 2022,,,,111.18,2463385.5482,2215719.5819,194.0,194.0,170.0,,,,324740.0,259317.0,497237.0,417482.0,271776.0,,584116.0,272719.0,,94.0,569.0,,,,
Kurukshetra,December 2022,,,,60.4,998300.0,1652900.0,582.0,582.0,247.0,,,,200417.0,166363.0,315355.0,261712.0,171381.0,,366897.0,141643.0,,133.0,539.0,,,,
Mahendragarh,December 2022,,,,48.76,434500.0,891100.0,2529.0,2529.0,2477.0,,,,114985.0,105367.0,180354.0,159054.0,135054.0,,220384.0,63840.0,,50.0,323.0,,,,
Nuh,December 2022,,,,50.91,140298.2717,275600.0,1891.0,2195.0,1187.0,,,,220581.0,232138.0,363421.0,250350.0,166339.0,,452768.0,156805.0,,31.0,273.0,,,,
Palwal,December 2022,,,,65.61,436400.0,665100.0,2088.0,2088.0,745.0,,,,185618.0,167527.0,302037.0,207921.0,137914.0,,353209.0,148325.0,,37.0,283.0,,,,
Panchkula,December 2022,,,,66.43,3025800.0,4554649.7756,551.0,551.0,325.0,,,,92520.0,97796.0,153097.0,114418.0,73919.0,,190428.0,100184.0,,55.0,178.0,,,,
Panipat,December 2022,,,,132.06,2161900.0,1637062.197,1592.0,1592.0,674.0,,,,253476.0,242311.0,434321.0,343723.0,146806.0,,495889.0,312726.0,,89.0,464.0,,,,
Rewari,December 2022,,,,53.64,795800.0,1483500.0,800.0,800.0,473.0,,,,111523.0,121138.0,193327.0,152231.0,116183.0,,232911.0,93938.0,,55.0,306.0,,,,
Rohtak,December 2022,,,,59.63,1285200.0,2155300.0,891.0,891.0,320.0,,,,126465.0,114594.0,206144.0,178919.0,85351.0,,241109.0,145409.0,,138.0,463.0,,,,
Sirsa,December 2022,,,,106.73,1111800.0,1041700.0,1417.0,1417.0,620.0,,,,272757.0,225886.0,424800.0,375416.0,233030.0,,498705.0,194912.0,,183.0,1036.0,,,,
Sonipat,December 2022,,,,62.34,1454827.7985,2333745.5911,93.0,93.0,93.0,,,,189860.0,185136.0,313190.0,266671.0,193748.0,,375118.0,151319.0,,67.0,570.0,,,,
Yamunanagar,December 2022,,,,64.91,1065023.9534,1640725.0,661.0,661.0,482.0,,,,254920.0,207155.0,398812.0,337712.0,220095.0,,462142.0,222691.0,,124.0,546.0,,,,
Ambala,March 2023,,,,50.55,1328666.4803,2628641.2614,1095.0,1095.0,1067.0,,,,,,,,,,,,,132.0,751.0,,,,
Bhiwani,March 2023,,,,78.18,660749.1606,845169.1625,3419.0,3419.0,2157.0,,,,,,,,,,,,,289.0,929.0,,,,
Charki Dadri,March 2023,,,,54.21,172600.0,318399.201,3530.0,3530.0,2273.0,,,,,,,,,,,,,,,,,,
Faridabad,March 2023,,,,58.54,3807624.6937,6504739.2302,1364.0,1375.0,1263.0,,,,,,,,,,,,,51.0,375.0,,,,
Fatehabad,March 2023,,,,109.59,705900.0,644128.2771,474.0,474.0,212.0,,,,,,,,,,,,,252.0,1022.0,,,,
Gurugram,March 2023,,,,82.99,20962499.6248,25257899.6236,1580.0,1580.0,824.0,,,,,,,,,,,,,66.0,137.0,,,,
Hisar,March 2023,,,,109.99,2197687.8203,1998035.7049,2317.0,2321.0,2031.0,,,,,,,,,,,,,277.0,1202.0,,,,
Jhajjar,March 2023,,,,97.78,1534400.0,1569300.0,2898.0,2898.0,1172.0,,,,,,,,,,,,,109.0,572.0,,,,
Jind,March 2023,,,,95.46,888577.3699,930883.6665,8960.0,8960.0,8660.0,,,,,,,,,,,,,366.0,1055.0,,,,
Kaithal,March 2023,,,,107.39,863043.1362,803643.0856,7794.0,7794.0,7134.0,,,,,,,,,,,,,156.0,711.0,,,,
Karnal,March 2023,,,,111.18,2499904.4548,2248609.0149,194.0,194.0,170.0,,,,,,,,,,,,,97.0,606.0,,,,
Kurukshetra,March 2023,,,,60.82,959420.6715,1577604.8896,637.0,637.0,289.0,,,,,,,,,,,,,156.0,615.0,,,,
Mahendragarh,March 2023,,,,52.75,394464.3948,747784.2953,2612.0,2612.0,2560.0,,,,,,,,,,,,,88.0,472.0,,,,
Nuh,March 2023,,,,55.04,157200.0,285600.0,2169.0,2515.0,1437.0,,,,,,,,,,,,,33.0,279.0,,,,
Palwal,March 2023,,,,65.73,385662.5098,586705.6347,2113.0,2113.0,745.0,,,,,,,,,,,,,42.0,283.0,,,,
Panchkula,March 2023,,,,64.73,3702800.0,5720600.0,607.0,607.0,349.0,,,,,,,,,,,,,69.0,198.0,,,,
Panipat,March 2023,,,,136.53,2236025.7071,1637782.5549,1597.0,1597.0,679.0,,,,,,,,,,,,,101.0,518.0,,,,
Rewari,March 2023,,,,55.62,742822.4679,1335592.2534,1030.0,1030.0,912.0,,,,,,,,,,,,,92.0,473.0,,,,
Rohtak,March 2023,,,,59.98,1303998.4388,2173987.4388,967.0,967.0,392.0,,,,,,,,,,,,,152.0,614.0,,,,
Sirsa,March 2023,,,,110.42,1118476.7467,1012972.0213,2193.0,2193.0,977.0,,,,,,,,,,,,,254.0,1108.0,,,,
Sonipat,March 2023,,,,63.24,1591200.0,2516000.0,93.0,93.0,93.0,,,,,,,,,,,,,81.0,672.0,,,,
Yamunanagar,March 2023,,,,67.5,1119576.3228,1658522.6844,754.0,754.0,606.0,,,,,,,,,,,,,155.0,607.0,,,,
Ambala,June 2023,,,,63.92,1912300.0,2991700.0,1184.0,1184.0,1156.0,,,,201363.0,171767.0,316539.0,242205.0,170326.0,,373229.0,192929.0,,132.0,751.0,,,,
Bhiwani,June 2023,,,,84.25,839039.4518,995949.7281,3473.0,3473.0,2198.0,,,,192743.0,160940.0,302491.0,237553.0,179158.0,,353716.0,169093.0,,289.0,929.0,,,,
Charki Dadri,June 2023,,,,61.32,385800.0,629200.0,4875.0,4875.0,3205.0,,,,67210.0,55754.0,102173.0,85137.0,86667.0,,122967.0,29268.0,,,,,,,
Faridabad,June 2023,,,,67.37,4999800.0,7421700.0,1455.0,1466.0,1354.0,,,,364217.0,452886.0,717956.0,629452.0,116629.0,,817314.0,514751.0,,51.0,375.0,,,,
Fatehabad,June 2023,,,,115.83,782086.2742,675172.7679,474.0,474.0,212.0,,,,211606.0,185090.0,343898.0,278737.0,169009.0,,396741.0,174276.0,,252.0,1022.0,,,,
Gurugram,June 2023,,,,74.86,18408100.0,24590700.0,1674.0,1674.0,861.0,,,,257523.0,629314.0,718390.0,674471.0,129796.0,,887491.0,645584.0,,66.0,137.0,,,,
Hisar,June 2023,,,,110.88,2348723.8199,2118345.2095,2450.0,2454.0,2164.0,,,,294236.0,260787.0,488603.0,416117.0,222173.0,,555161.0,263276.0,,277.0,1202.0,,,,
Jhajjar,June 2023,,,,95.15,1324200.0,1391748.9177,2991.0,2991.0,1326.0,,,,112137.0,119318.0,185894.0,161631.0,110007.0,,231494.0,110902.0,,109.0,572.0,,,,
Jind,June 2023,,,,93.67,925514.0969,988100.0,10436.0,10436.0,10067.0,,,,229988.0,182448.0,361950.0,319134.0,135419.0,,412700.0,247119.0,,366.0,1055.0,,,,
Kaithal,June 2023,,,,106.76,910621.7746,853000.0,7912.0,7912.0,7218.0,,,,256268.0,207095.0,396527.0,346990.0,128078.0,,463418.0,304544.0,,156.0,711.0,,,,
Karnal,June 2023,,,,108.96,2936600.0,2695000.0,351.0,351.0,327.0,,,,332009.0,265131.0,512666.0,413713.0,279362.0,,597214.0,291392.0,,97.0,606.0,,,,
Kurukshetra,June 2023,,,,64.3,1104100.0,1717200.0,662.0,662.0,301.0,,,,201320.0,167361.0,317874.0,252105.0,176583.0,,368804.0,151512.0,,156.0,615.0,,,,
Mahendragarh,June 2023,,,,61.34,576000.0,939100.0,2769.0,2769.0,2717.0,,,,115776.0,106841.0,183629.0,157773.0,137889.0,,222649.0,62909.0,,88.0,472.0,,,,
Nuh,June 2023,,,,62.33,188200.0,301926.0695,2482.0,2855.0,1778.0,,,,234267.0,246586.0,389923.0,271468.0,176231.0,,480901.0,262782.0,,33.0,279.0,,,,
Palwal,June 2023,,,,69.67,481700.0,691363.5226,2536.0,2536.0,850.0,,,,192822.0,172612.0,316572.0,210216.0,141451.0,,365503.0,189121.0,,42.0,283.0,,,,
Panchkula,June 2023,,,,68.02,3809000.0,5599500.0,635.0,635.0,358.0,,,,91618.0,97135.0,156578.0,109313.0,76240.0,,188889.0,105643.0,,69.0,198.0,,,,
Panipat,June 2023,,,,135.76,2293813.5766,1689600.0,1597.0,1597.0,695.0,,,,259646.0,250655.0,449148.0,344277.0,151799.0,,510419.0,341763.0,,101.0,518.0,,,,
Rewari,June 2023,,,,60.5,980000.0,1619800.0,1154.0,1154.0,1036.0,,,,113067.0,123360.0,196797.0,145737.0,119302.0,,236700.0,101598.0,,92.0,473.0,,,,
Rohtak,June 2023,,,,61.99,1504600.0,2427100.0,967.0,967.0,392.0,,,,130487.0,119369.0,213663.0,178730.0,86308.0,,249915.0,158012.0,,152.0,614.0,,,,
Sirsa,June 2023,,,,109.95,1407200.0,1279800.0,2922.0,2922.0,1446.0,,,,284295.0,236593.0,443938.0,385787.0,248728.0,,520958.0,219948.0,,254.0,1108.0,,,,
Sonipat,June 2023,,,,66.62,1690300.0,2537300.0,93.0,93.0,93.0,,,,195451.0,192569.0,323970.0,267720.0,199759.0,,388146.0,162514.0,,81.0,672.0,,,,
Yamunanagar,June 2023,,,,68.12,1195000.0,1754200.0,1111.0,1111.0,935.0,,,,259803.0,211187.0,406962.0,335419.0,224589.0,,471080.0,235502.0,,155.0,607.0,,,,
Ambala,September 2023,,,,63.83,1854274.9413,2904875.4728,1737.0,1737.0,1689.0,,,,204778.0,174423.0,320682.0,252926.0,176081.0,,379247.0,196095.0,471.0,47.0,451.0,293.5845,100.0,47.4308,503.0
Bhiwani,September 2023,,,,91.95,1145513.0197,1245800.0,3504.0,3504.0,2209.0,,,,195723.0,164015.0,308073.0,245305.0,185477.0,,359764.0,172768.0,1169.0,320.0,1169.0,306.4328,145.0,39.674,287.0
Charki Dadri,September 2023,,,,74.52,440937.6821,591700.0,5672.0,5672.0,3769.0,,,,68027.0,56673.0,103895.0,86730.0,89888.0,,124702.0,29664.0,,,,119.4274,58.0,18.6173,65.0
Faridabad,September 2023,,,,67.98,4797804.5371,7057481.4386,1609.0,1620.0,1508.0,,,,374400.0,466483.0,738524.0,665408.0,119770.0,,840956.0,577592.0,232.0,27.0,232.0,273.4575,61.0,14.7452,93.0
Fatehabad,September 2023,,,,120.72,1003625.3717,831400.2165,549.0,549.0,287.0,,,,215355.0,188288.0,350305.0,285018.0,198857.0,,403683.0,176168.0,614.0,116.0,614.0,339.74,152.0,210.3386,968.0
Gurugram,September 2023,,,,78.89,21485774.4682,27236116.3944,1682.0,1682.0,878.0,,,,266250.0,647446.0,740619.0,736627.0,161444.0,,913903.0,662768.0,112.0,43.0,112.0,599.966,51.0,5.8222,69.0
Hisar,September 2023,,,,113.09,2587036.9622,2287528.3765,2805.0,2809.0,2519.0,,,,300493.0,267384.0,499272.0,430661.0,278890.0,,567985.0,269213.0,592.0,166.0,592.0,157.6436,68.0,117.2863,652.0
Jhajjar,September 2023,,,,95.2,1411457.2469,1482600.0,3816.0,3816.0,2151.0,,,,113567.0,121026.0,188513.0,166614.0,115748.0,,234606.0,112228.0,602.0,35.0,602.0,150.5759,57.0,76.5229,226.0
Jind,September 2023,,,,96.36,1039423.0939,1078656.6389,11232.0,11232.0,10829.0,,,,232694.0,185019.0,367019.0,331505.0,151516.0,,417749.0,249255.0,485.0,79.0,485.0,407.9226,172.0,167.8446,1956.0
Kaithal,September 2023,,,,112.41,1116888.2182,993588.9565,8076.0,8076.0,7325.0,,,,259819.0,209712.0,402287.0,354796.0,142013.0,,469577.0,308219.0,708.0,77.0,708.0,373.5378,118.0,66.0719,463.0
Karnal,September 2023,,,,116.34,2913865.4646,2504584.0333,1272.0,1272.0,1248.0,,,,337845.0,269574.0,518993.0,424038.0,298591.0,,607463.0,295372.0,748.0,58.0,748.0,563.654,223.0,507.925,1286.0
Kurukshetra,September 2023,,,,75.49,1446207.5511,1915776.8682,807.0,807.0,401.0,,,,208242.0,172775.0,329017.0,264675.0,196165.0,,381116.0,153824.0,307.0,58.0,307.0,110.5649,94.0,29.0331,356.0
Mahendragarh,September 2023,,,,73.88,817405.8371,1106451.1194,3680.0,3680.0,3628.0,,,,119823.0,110112.0,190918.0,163826.0,153611.0,,229961.0,64487.0,404.0,40.0,404.0,15710027.3123,73.0,114488.1327,348.0
Nuh,September 2023,,,,68.37,436232.4177,638000.0,2632.0,3020.0,1936.0,,,,240454.0,254103.0,402887.0,279051.0,204202.0,,494602.0,270585.0,268.0,28.0,268.0,315.4882,97.0,12.6454,197.0
Palwal,September 2023,,,,83.02,711409.4573,856941.5224,2738.0,2738.0,1204.0,,,,197779.0,178286.0,326949.0,222868.0,151456.0,,376127.0,194243.0,241.0,26.0,241.0,386.0716,195.0,5.4498,138.0
Panchkula,September 2023,,,,73.93,3045700.0,4119700.0,635.0,635.0,361.0,,,,96680.0,101703.0,159132.0,127798.0,80142.0,,198446.0,113726.0,88.0,20.0,88.0,348.7177,109.0,51.6299,340.0
Panipat,September 2023,,,,145.65,2808551.0043,1928221.8707,1597.0,1597.0,695.0,,,,268000.0,260868.0,465661.0,365573.0,166191.0,,528957.0,354826.0,412.0,36.0,412.0,93.1414,34.0,149.2579,577.0
Rewari,September 2023,,,,67.81,1208337.2055,1781989.3621,2472.0,2472.0,2308.0,,,,115010.0,126629.0,201358.0,156214.0,132263.0,,241657.0,104557.0,368.0,47.0,368.0,6900073.3277,42.0,52559.8031,87.0
Rohtak,September 2023,,,,73.05,1800319.3686,2464606.8855,1020.0,1020.0,419.0,,,,129252.0,118724.0,211415.0,181140.0,86722.0,,248000.0,160207.0,571.0,58.0,571.0,77.1369,25.0,46.4811,355.0
Sirsa,September 2023,,,,114.99,1616530.3292,1405774.2133,4039.0,4039.0,2028.0,,,,287429.0,240839.0,450890.0,392591.0,272030.0,,528320.0,223945.0,446.0,127.0,446.0,45.0422,41.0,76.2251,635.0
Sonipat,September 2023,,,,75.03,2005927.1905,2673553.4347,2200.0,2224.0,2177.0,,,,200269.0,197574.0,331380.0,280735.0,211447.0,,397897.0,166479.0,541.0,45.0,541.0,97.0952,57.0,15.5741,233.0
Yamunanagar,September 2023,,,,86.95,1632850.0112,1877933.4445,1444.0,1444.0,1211.0,,,,263485.0,214531.0,412876.0,340078.0,229693.0,,478068.0,239383.0,525.0,143.0,525.0,209.7195,114.0,60.2103,450.0
Ambala,December 2023,,,,66.73,2021870.4357,3029830.6103,,,,,,,208086.0,176444.0,321074.0,256689.0,179149.0,,384530.0,205381.0,591.0,50.0,490.0,,,,
Bhiwani,December 2023,,,,96.73,1158446.426,1197609.1824,,,,,,,198873.0,166912.0,312143.0,248799.0,187841.0,,365785.0,177944.0,1287.0,378.0,1287.0,,,,
Charki Dadri,December 2023,,,,76.94,381760.9096,496160.4835,,,,,,,69156.0,57581.0,105348.0,87736.0,91359.0,,126737.0,35378.0,,,,,,,
Faridabad,December 2023,,,,68.61,5061903.356,7377700.0,,,,,,,384365.0,477894.0,743790.0,675728.0,123046.0,,862259.0,739213.0,437.0,36.0,437.0,,,,
Fatehabad,December 2023,,,,124.4,996352.8868,800958.8119,,,,,,,219276.0,191351.0,344188.0,291411.0,201868.0,,410627.0,208759.0,771.0,193.0,771.0,,,,
Gurugram,December 2023,,,,80.05,22551830.6727,28173179.4766,,,,,,,273719.0,662685.0,928606.0,749306.0,163929.0,,936404.0,772475.0,184.0,70.0,184.0,,,,
Hisar,December 2023,,,,115.12,2821847.685,2451284.6842,,,,,,,305995.0,272228.0,485153.0,440477.0,282916.0,,578223.0,295307.0,828.0,268.0,828.0,,,,
Jhajjar,December 2023,,,,98.46,1557930.3178,1582244.5141,,,,,,,115590.0,123929.0,192288.0,171243.0,117281.0,,239519.0,122238.0,673.0,78.0,673.0,,,,
Jind,December 2023,,,,96.25,1035455.3845,1075838.6684,,,,,,,234743.0,186799.0,364975.0,333659.0,151588.0,,421542.0,269954.0,624.0,106.0,624.0,,,,
Kaithal,December 2023,,,,113.54,1119241.7595,985764.7623,,,,,,,263170.0,212231.0,396126.0,358279.0,144346.0,,475401.0,331055.0,777.0,101.0,777.0,,,,
Karnal,December 2023,,,,116.9,3017801.1037,2581439.7521,,,,,,,343430.0,274442.0,516327.0,431726.0,302667.0,,617872.0,315205.0,842.0,79.0,842.0,,,,
Kurukshetra,December 2023,,,,79.68,1457604.6408,1829436.0036,,,,,,,212033.0,175495.0,323188.0,270184.0,199000.0,,387528.0,188528.0,393.0,89.0,393.0,,,,
Mahendragarh,December 2023,,,,74.03,744452.6693,1005619.8578,,,,,,,121672.0,111617.0,186811.0,166381.0,154955.0,,233289.0,78334.0,491.0,88.0,491.0,,,,
Nuh,December 2023,,,,70.14,241638.4493,344525.7571,,,,,,,251603.0,263692.0,415785.0,290920.0,211534.0,,515295.0,303761.0,306.0,37.0,306.0,,,,
Palwal,December 2023,,,,87.63,683612.8785,780097.0759,,,,,,,205178.0,183842.0,333730.0,230968.0,157155.0,,389020.0,231865.0,322.0,32.0,322.0,,,,
Panchkula,December 2023,,,,71.6,3978200.0,5556270.8217,,,,,,,98312.0,103130.0,154395.0,129720.0,81942.0,,201442.0,119500.0,106.0,45.0,106.0,,,,
Panipat,December 2023,,,,150.25,2820117.5018,1876947.3196,,,,,,,275260.0,268634.0,467941.0,374770.0,169684.0,,543894.0,374210.0,519.0,66.0,519.0,,,,
Rewari,December 2023,,,,73.84,1319163.0799,1786471.7501,,,,,,,116192.0,129021.0,195064.0,158612.0,133625.0,,245213.0,111588.0,428.0,94.0,428.0,,,,
Rohtak,December 2023,,,,75.1,1993588.6315,2654617.403,,,,,,,131607.0,121341.0,216179.0,186677.0,87843.0,,252948.0,165105.0,767.0,129.0,767.0,,,,
Sirsa,December 2023,,,,112.0,1368992.3882,1222276.1519,,,,,,,292319.0,245474.0,447446.0,399465.0,277397.0,,537793.0,260396.0,669.0,206.0,669.0,,,,
Sonipat,December 2023,,,,76.8,2118274.0888,2758153.6357,,,,,,,218701.0,201998.0,334510.0,286721.0,213046.0,,420699.0,207653.0,682.0,57.0,682.0,,,,
Yamunanagar,December 2023,,,,86.98,1664614.7345,1913752.0739,,,,,,,268432.0,218982.0,459140.0,361912.0,233740.0,,487414.0,253674.0,641.0,195.0,637.0,,,,
Ambala,March 2024,1304663.0,872212.0,1860983.0,71.89,2236019.1364,3110186.3636,3045.0,3045.0,3008.0,,,,211274.0,178271.0,332011.0,253520.0,180172.0,,389595.0,201868.0,614.0,92.0,614.0,,,,
Bhiwani,March 2024,1212036.0,716621.0,1913482.0,104.23,1341680.1364,1287277.3636,3593.0,3593.0,2279.0,,,,202286.0,170837.0,323549.0,249627.0,190430.0,,373149.0,180613.0,1435.0,473.0,1435.0,,,,
Charki Dadri,March 2024,459601.0,277962.0,666370.0,100.3,578993.1364,577272.3636,6438.0,6438.0,4388.0,,,,70687.0,58892.0,108911.0,88832.0,93085.0,,129582.0,31044.0,,,,,,,
Faridabad,March 2024,2588778.0,1422678.0,3361824.0,69.48,5249520.1364,7554962.3636,1909.0,1920.0,1808.0,,,,391095.0,489474.0,782777.0,667060.0,124732.0,,880647.0,602487.0,465.0,78.0,465.0,,,,
Fatehabad,March 2024,1011699.0,541367.0,1293112.0,128.75,1091600.0,847842.3636,780.0,780.0,518.0,,,,223000.0,195461.0,362032.0,293700.0,206390.0,,418502.0,182341.0,894.0,251.0,894.0,,,,
Gurugram,March 2024,4657105.0,3354966.0,6304025.0,79.02,22576879.5455,28572559.0909,1685.0,1685.0,889.0,,,,288942.0,689652.0,802072.0,754475.0,169761.0,,978801.0,710951.0,229.0,96.0,229.0,,,,
Hisar,March 2024,1770986.0,885670.0,2329741.0,115.99,2880769.1364,2483721.3636,3642.0,3646.0,3356.0,,,,334733.0,280281.0,519887.0,445155.0,286638.0,,615129.0,307156.0,1078.0,363.0,1078.0,,,,
Jhajjar,March 2024,983130.0,548140.0,1277676.0,100.67,1522269.1364,1512101.3636,3863.0,3863.0,2208.0,,,,118545.0,128145.0,203439.0,173388.0,121194.0,,246704.0,118603.0,733.0,135.0,733.0,,,,
Jind,March 2024,1290724.0,707590.0,1607403.0,103.98,1307513.1364,1257453.3636,12784.0,12784.0,12356.0,,,,242863.0,193659.0,386082.0,337065.0,159964.0,,436558.0,258126.0,693.0,176.0,693.0,,,,
Kaithal,March 2024,1097744.0,557292.0,1406440.0,115.64,1205029.1364,1042060.3636,8356.0,8356.0,7538.0,,,,264587.0,218599.0,415962.0,363078.0,147533.0,,483235.0,314091.0,879.0,154.0,879.0,,,,
Karnal,March 2024,1717671.0,820445.0,2212342.0,118.84,3104137.1364,2612021.3636,2768.0,2768.0,2744.0,,,,353120.0,280384.0,545432.0,437317.0,307132.0,,633557.0,311184.0,912.0,133.0,912.0,,,,
Kurukshetra,March 2024,1119377.0,598405.0,1478891.0,84.67,1556425.1364,1838208.3636,1168.0,1168.0,652.0,,,,211535.0,176978.0,339109.0,270169.0,196841.0,,388603.0,159101.0,445.0,115.0,445.0,,,,
Mahendragarh,March 2024,856875.0,429515.0,1126898.0,78.7,848614.1364,1078330.3636,6879.0,6879.0,6827.0,,,,124175.0,114169.0,197500.0,170107.0,157632.0,,238373.0,67768.0,572.0,128.0,572.0,,,,
Nuh,March 2024,803323.0,398659.0,970897.0,78.68,346079.1364,439848.3636,2882.0,3270.0,2199.0,,,,254037.0,273944.0,439959.0,297403.0,211949.0,,528024.0,294697.0,314.0,39.0,314.0,,,,
Palwal,March 2024,917080.0,405442.0,1088107.0,94.2,805439.1364,855019.3636,2785.0,2785.0,1251.0,,,,211742.0,190617.0,352167.0,234148.0,161945.0,,402426.0,208838.0,339.0,57.0,339.0,,,,
Panchkula,March 2024,802569.0,516354.0,1190569.0,74.54,3658800.0,4908300.0,635.0,635.0,361.0,,,,102525.0,103598.0,167599.0,120709.0,83192.0,,206185.0,118425.0,147.0,69.0,147.0,,,,
Panipat,March 2024,1475135.0,904483.0,1866574.0,149.73,2918600.0,1949254.3636,1598.0,1598.0,696.0,,,,281827.0,279108.0,497464.0,371638.0,174405.0,,561027.0,377645.0,817.0,78.0,817.0,,,,
Rewari,March 2024,1078725.0,632154.0,1425469.0,67.4,1365921.1364,2026452.3636,3110.0,3110.0,2958.0,,,,129271.0,132338.0,211869.0,160592.0,135157.0,,261627.0,120475.0,492.0,120.0,492.0,,,,
Rohtak,March 2024,1154874.0,602915.0,1544085.0,78.41,2074529.1364,2645889.3636,2110.0,2110.0,1511.0,,,,134295.0,124757.0,222653.0,185843.0,91011.0,,259078.0,166908.0,917.0,193.0,917.0,,,,
Sirsa,March 2024,1304135.0,718723.0,1791810.0,116.98,1497658.1364,1280226.3636,5921.0,5921.0,3357.0,,,,298954.0,251949.0,471371.0,402795.0,283243.0,,550970.0,233799.0,825.0,283.0,831.0,,,,
Sonipat,March 2024,1529340.0,802929.0,1996568.0,80.32,2509470.1364,3124200.0,2616.0,2667.0,2596.0,,,,212443.0,207611.0,350868.0,289778.0,217673.0,,420110.0,180988.0,710.0,101.0,710.0,,,,
Yamunanagar,March 2024,1252356.0,122514.0,1794788.0,90.28,1808254.1364,2003013.3636,2017.0,2017.0,1790.0,,,,276153.0,225457.0,437299.0,359603.0,238164.0,,501666.0,253502.0,793.0,243.0,793.0,,,,
Ambala,June 2024,,,,72.54,2222931.8182,3064477.2727,,,,,,,212685.0,180155.0,333686.0,259222.0,183685.0,,392840.0,204043.0,91.0,3.0,91.0,,,,
Bhiwani,June 2024,,,,102.31,1223431.8182,1195826.7747,,,,,,,200580.0,170176.0,326689.0,244435.0,185316.0,,370756.0,185624.0,125.0,0.0,125.0,,,,
Charki Dadri,June 2024,,,,98.83,473331.8182,478918.6566,,,,,,,72948.0,60535.0,110389.0,89662.0,97082.0,,133483.0,33186.0,,,,,,,
Faridabad,June 2024,,,,67.18,5168594.6677,7693776.1956,,,,,,,397301.0,492932.0,792124.0,683283.0,127273.0,,890233.0,611988.0,170.0,7.0,170.0,,,,
Fatehabad,June 2024,,,,119.21,919872.7186,771618.3729,,,,,,,222048.0,196356.0,363409.0,288422.0,205076.0,,418404.0,185982.0,109.0,0.0,109.0,,,,
Gurugram,June 2024,,,,83.14,25749873.6269,30973103.9664,,,,,,,284833.0,705197.0,814393.0,775152.0,170473.0,,990030.0,722113.0,46.0,3.0,46.0,,,,
Hisar,June 2024,,,,115.92,2863767.5922,2470389.5962,,,,,,,329009.0,295482.0,523299.0,448710.0,294164.0,,624491.0,316500.0,30.0,0.0,30.0,,,,
Jhajjar,June 2024,,,,101.33,1715781.9253,1693245.8665,,,,,,,119284.0,130882.0,205830.0,175934.0,122524.0,,250166.0,122586.0,46.0,28.0,46.0,,,,
Jind,June 2024,,,,102.32,1113393.6787,1088201.7429,,,,,,,241707.0,195353.0,386050.0,340503.0,160155.0,,437060.0,262947.0,347.0,1.0,347.0,,,,
Kaithal,June 2024,,,,118.92,1151406.59,968245.401,,,,,,,265510.0,220796.0,418122.0,364824.0,151351.0,,486306.0,326251.0,592.0,9.0,592.0,,,,
Karnal,June 2024,,,,116.85,3065707.3651,2623721.7089,,,,,,,348848.0,280374.0,541796.0,435302.0,303094.0,,629222.0,320901.0,318.0,0.0,318.0,,,,
Kurukshetra,June 2024,,,,81.54,1460141.146,1790722.033,,,,,,,212201.0,176788.0,337404.0,269747.0,197632.0,,388989.0,164495.0,101.0,3.0,101.0,,,,
Mahendragarh,June 2024,,,,76.76,783969.2481,1021388.2576,,,,,,,122797.0,114506.0,197570.0,166068.0,157269.0,,237303.0,71820.0,120.0,0.0,120.0,,,,
Nuh,June 2024,,,,75.14,234754.9775,312427.622,,,,,,,263654.0,281400.0,448809.0,298928.0,222304.0,,545054.0,308152.0,81.0,0.0,81.0,,,,
Palwal,June 2024,,,,92.41,695230.4792,752321.8302,,,,,,,214676.0,195919.0,359142.0,236999.0,165310.0,,410595.0,215795.0,2.0,0.0,2.0,,,,
Panchkula,June 2024,,,,75.67,3870844.4896,5115569.7438,,,,,,,102448.0,109205.0,170066.0,131745.0,88105.0,,211653.0,120012.0,53.0,0.0,53.0,,,,
Panipat,June 2024,,,,151.91,2820199.8646,1856514.4008,,,,,,,286959.0,287530.0,506579.0,384786.0,180469.0,,574489.0,392943.0,446.0,0.0,446.0,,,,
Rewari,June 2024,,,,66.05,1329261.4752,2012477.2727,,,,,,,120192.0,145390.0,213042.0,161994.0,137662.0,,265582.0,123591.0,65.0,0.0,65.0,,,,
